,address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
5134,800 Spring Street Northwest,2019-03-07,2019-03-08,True,3,+1 404-347-9440,4.00,435,Atlanta
5135,1000 1st Avenue,,,True,3,+1 206-957-1000,4.50,1920,Seattle
5136,1006 Spring Street,,,False,3,+1 206-583-6453,3.90,1848,Seattle
5137,1007 1st Avenue,,,True,3,+1 206-624-4844,4.50,3136,Seattle
5138,1011 Pike Street,,,True,3,+1 206-682-8282,4.30,480,Seattle
5139,1016 Republican Street,,,False,3,+1 206-708-8200,4.10,1680,Seattle
5140,1046 1st Avenue South,,,True,3,+1 206-204-9800,4.30,1596,Seattle
5141,105 Pike Street,,,True,3,+1 206-340-1222,4.40,930,Seattle
5142,110 Stewart Street,,,True,3,+1 206-623-4600,4.40,2240,Seattle
5143,1100 5th Avenue,,,True,3,+1 206-624-8000,4.40,1000,Seattle
5144,1101 4th Avenue,,,True,3,+1 206-621-1770,4.40,3808,Seattle
5145,1301 6th Avenue,2019-03-02,2019-03-08,True,3,+1 206-624-0500,4.10,2016,Seattle
5146,"111 North 12th Street, Brooklyn",,,True,1,+1 718-631-8400,4.40,405,New York
5147,120 East 39th Street,,,True,1,+1 212-686-1600,4.40,1120,New York
5148,120 West 41st Street,,,True,1,+1 212-730-0099,4.40,928,New York
5149,130 West 44th Street,,,True,1,+1 212-764-6200,4.40,2325,New York
5150,1414 6th Avenue,,,True,1,+1 212-703-2001,4.40,2700,New York
5151,145 East 50th Street,,,True,1,+1 212-755-0400,4.40,320,New York
5152,15 West 56th Street,,,True,1,+1 212-974-5656,4.40,1288,New York
5153,150 East 50th Street,,,True,1,+1 212-755-1800,4.40,1512,New York
5154,17 John Street,,,True,1,+1 646-859-5013,4.40,2880,New York
5155,18 West 56th Street,,,True,1,+1 212-586-5656,4.40,276,New York
5156,324 West 44th Street,2019-03-09,2019-03-10,True,1,+1 212-265-4000,4.40,68,New York
5157,"12, Doctor APJ Abdul Kalam Road, New Delhi",,,True,1,+91 11 3955 5000,4.40,1960,Delhi
5158,"12, Mangalam Place, Sector 3, Rohini, New Delhi",,,True,1,+91 11 4340 0000,4.30,320,Delhi
5159,"13 B, District Centre, Mayur Vihar, New Delhi",,,True,1,+91 11 4110 2222,4.30,2016,Delhi
5160,"13A, District Centre, Mayur Vihar, New Delhi",,,True,1,+91 11 4110 5555,4.30,1152,Delhi
5161,"19, Ashoka Road, Connaught Place, New Delhi",,,True,1,+91 11 4355 5555,3.90,2560,Delhi
5162,"2, Sardar Patel Marg, Diplomatic Enclave, New Delhi",,,True,1,+91 11 2611 0202,4.70,2560,Delhi
5163,"2293, Dharampura, Gali Gulian, Jama Masjid, Chandni Chowk, Old",,,False,1,+91 11 2326 1000,4.20,600,Delhi
5164,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi",,,True,1,+91 11 4103 4591,4.20,3780,Delhi
5165,"5B IGI T3 Road Delhi, Aerocity, New Delhi",,,True,1,+91 11 4565 0000,4.40,2520,Delhi
5166,"88-89, Bijwasan Road, Kapas Hera Extension, Kapas Hera, New Delhi",,,True,1,+91 11 4909 9999,4.00,1984,Delhi
5167,Asset no 9 Indira Gandhi International Airport Aerocity Hospitality District,2019-03-04,2019-03-10,True,1,+91 11 4302 0202,4.10,2160,Delhi
5168,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,5,+1 858-224-7600,4.20,2480,San Diego
5169,10044 Pacific Mesa Boulevard,,,True,1,+1 858-597-0500,4.20,144,San Diego
5170,1047 Fifth Avenue,,,True,5,+1 619-515-3000,4.20,2160,San Diego
5171,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,True,4,+1 858-558-1500,4.20,496,San Diego
5172,11025 Vista Sorrento Parkway,,,True,5,+1 858-523-0500,4.20,3570,San Diego
5173,11966 El Camino Real,,,True,2,+1 858-523-1700,4.20,1120,San Diego
5174,1333 Hotel Circle South,,,True,3,+1 619-297-2231,4.20,648,San Diego
5175,400 West Broadway,2019-03-04,2019-03-05,True,4,+1 619-239-4500,4.20,560,San Diego
5176,"10601 North 56th Street, Scottsdale, Arizona 85254, United States",,,True,1,+1 480-948-6100,4.10,1632,Phoenix
5177,1101 North 44th Street,,,True,1,+1 602-273-7373,4.10,1350,Phoenix
5178,132 South Central Avenue,,,True,1,+1 602-603-2001,4.10,1044,Phoenix
5179,15 East Monroe Street,,,True,1,+1 602-343-0006,4.10,1296,Phoenix
5180,"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,True,1,+1 480-624-1700,4.10,1920,Phoenix
5181,2335 West Pinnacle Peak Road,,,True,1,+1 623-879-8800,4.10,1980,Phoenix
5182,4450 East Washington Street,2019-03-06,2019-03-08,True,1,+1 602-275-6300,4.10,576,Phoenix
5183,One Dock Street,2019-03-10,2019-03-11,True,4,+1 215-238-6000,4.20,540,Philadelphia
5184,1000 1st Avenue,,,True,1,+1 206-957-1000,4.10,1920,Seattle
5185,1007 1st Avenue,,,True,1,+1 206-624-4844,4.10,3136,Seattle
5186,1011 Pike Street,,,True,1,+1 206-682-8282,4.10,180,Seattle
5187,1046 1st Avenue South,,,True,1,+1 206-204-9800,4.10,300,Seattle
5188,105 Pike Street,,,True,1,+1 206-340-1222,4.10,320,Seattle
5189,110 Stewart Street,,,True,1,+1 206-623-4600,4.10,528,Seattle
5190,1100 5th Avenue,,,True,1,+1 206-624-8000,4.10,1000,Seattle
5191,1101 4th Avenue,,,True,1,+1 206-621-1770,4.10,264,Seattle
5192,1112 4th Avenue,,,True,1,+1 206-264-6000,4.10,3360,Seattle
5193,300 Roy Street,2019-03-03,2019-03-04,True,1,+1 877-298-9728,4.10,372,Seattle
5194,237 West 54th Street,2019-03-03,2019-03-07,True,1,+1 212-253-6000,4.10,900,New York
5195,"1133 Vine Street, Hollywood, CA 90038, USA",,,True,3,+1 323-952-6900,4.10,972,Los Angeles
5196,"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,True,2,+1 818-821-8031,4.10,384,Los Angeles
5197,115 South Fairfax Avenue,,,True,3,+1 323-937-3930,4.10,1170,Los Angeles
5198,1150 South Beverly Drive,,,True,1,+1 310-553-6561,4.10,496,Los Angeles
5199,1224 Beverwil Drive,,,True,2,+1 877-334-5623,4.10,1152,Los Angeles
5200,330 Charles E Young Drive East,2019-03-06,2019-03-08,True,2,+1 310-825-2923,4.10,624,Los Angeles
5201,340 Stockton Street,2019-03-05,2019-03-09,True,3,+1 415-781-5555,4.50,1392,San Francisco
5202,328 East 1st Street,2019-03-09,2019-03-13,True,1,+1 213-617-2000,4.30,1200,Los Angeles
5203,"1100 Market Street Hotel entrance is at, 45 McAllister Street",,,True,2,+1 415-735-7777,4.20,500,San Francisco
5204,138 King Street,,,True,2,+1 415-200-4977,4.20,2500,San Francisco
5205,1800 Sutter Street,,,True,2,+1 415-921-4000,4.20,2100,San Francisco
5206,2222 Market Street,,,True,2,+1 415-621-8212,4.20,528,San Francisco
5207,299 2nd Street,,,True,2,+1 415-947-0700,4.20,504,San Francisco
5208,312 Mason Street,2019-03-02,2019-03-08,True,2,+1 415-788-5604,4.20,2340,San Francisco
5209,"1 Cullinan Street, Cape Town City Centre",,,True,3,+27 21 415 4000,4.50,560,Cape Town
5210,"1 Lower Buitengracht, Cape Town City Centre",,,True,3,+27 21 409 4000,4.40,1224,Cape Town
5211,"1 Mountain Road, Chapmans Peak",,,True,3,+27 21 789 1391,4.20,1395,Cape Town
5212,1 Waal Straat,,,True,3,+27 21 819 2000,4.60,1860,Cape Town
5213,"100 Beach Road, Granger Bay",,,True,3,+27 21 441 3000,4.50,3000,Cape Town
5214,"14 Langeberg Road, Durbanville",,,True,3,+27 21 975 5677,4.10,2800,Cape Town
5215,"15 Michigan Street, Airport Industria",,,True,3,+27 21 380 5500,4.40,2760,Cape Town
5216,"23 Buitengracht Street, Cape Town City Centre",,,True,3,+27 21 492 9999,4.30,3920,Cape Town
5217,"Quay, 6 West Quay Road, Victoria & Alfred Waterfront",2019-03-04,2019-03-10,True,3,+27 21 406 5000,4.60,3480,Cape Town
5218,"Am Borsigturm 1, 13507",2019-03-12,2019-03-13,True,1,+49 30 43036000,4.30,288,Berlin
5219,8669 West Sahara Avenue,,,True,1,+1 702-256-3766,4.20,630,Las Vegas
5220,8669 West Sahara Avenue,2019-03-06,2019-03-09,True,1,+1 702-256-3766,4.20,1350,Las Vegas
5221,1800 Argyle Avenue,,,True,1,+1 213-279-3532,4.50,432,Los Angeles
5222,2151 Avenue of the Stars,,,True,1,+1 310-284-6500,4.50,768,Los Angeles
5223,300 Doheny Drive,,,True,3,+1 310-273-2222,4.50,1260,Los Angeles
5224,330 Charles E Young Drive East,,,True,4,+1 310-825-2923,4.50,1248,Los Angeles
5225,425 Westwood Plaza,,,True,1,+1 855-522-8252,4.50,116,Los Angeles
5226,465 South La Cienega Boulevard,,,True,4,+1 310-247-0400,4.50,1440,Los Angeles
5227,5933 West Century Boulevard,,,True,3,+1 310-568-7700,4.50,630,Los Angeles
5228,8555 Beverly Boulevard,,,True,1,+1 310-278-5444,4.50,312,Los Angeles
5229,888 South Olive Street,,,True,2,+1 213-873-8400,4.50,1240,Los Angeles
5230,899 Francisco Street,,,True,5,+1 213-232-8800,4.50,1160,Los Angeles
5231,1800 Argyle Avenue,,,True,3,+1 213-279-3532,4.50,348,Los Angeles
5232,2151 Avenue of the Stars,,,True,3,+1 310-284-6500,4.50,1152,Los Angeles
5233,330 Charles E Young Drive East,,,True,3,+1 310-825-2923,4.50,1248,Los Angeles
5234,425 Westwood Plaza,,,True,3,+1 855-522-8252,4.50,3600,Los Angeles
5235,465 South La Cienega Boulevard,,,True,3,+1 310-247-0400,4.50,1440,Los Angeles
5236,8555 Beverly Boulevard,,,True,3,+1 310-278-5444,4.50,1400,Los Angeles
5237,901 West Olympic Boulevard,2019-03-08,2019-03-13,True,3,+1 213-443-9200,4.50,1305,Los Angeles
5238,1095 Market Street,,,True,4,+1 415-829-0000,3.50,2100,San Francisco
5239,12 4th Street,,,True,4,+1 415-348-1111,3.50,832,San Francisco
5240,138 King Street,,,True,5,+1 415-200-4977,3.50,2500,San Francisco
5241,155 Steuart Street,,,True,3,+1 415-495-2100,3.50,684,San Francisco
5242,161 Powell Street,,,True,3,+1 415-362-1600,3.50,126,San Francisco
5243,165 Steuart Street,,,False,5,+1 415-882-1300,3.50,1380,San Francisco
5244,1800 Sutter Street,,,True,5,+1 415-921-4000,3.50,2100,San Francisco
5245,2095 Lombard Street,,,False,2,+1 415-563-5600,3.50,408,San Francisco
5246,299 2nd Street,2019-03-04,2019-03-10,True,3,+1 415-947-0700,3.50,1890,San Francisco
5247,9801 Airport Boulevard,2019-03-05,2019-03-06,True,2,+1 310-215-1000,4.30,252,Los Angeles
5248,1065 Peachtree Street Northeast,,,True,5,+1 404-745-5000,4.30,4200,Atlanta
5249,1414 West Peachtree Street Northwest,,,True,5,+1 404-685-1677,4.30,2240,Atlanta
5250,3391 Peachtree Road N.E,,,True,5,+1 404-365-0065,4.30,1500,Atlanta
5251,789 Ponce De Leon Avenue Northeast,,,False,5,+1 470-485-0485,4.30,2000,Atlanta
5252,800 Spring Street Northwest,,,True,5,+1 404-347-9440,4.30,435,Atlanta
5253,3434 Peachtree Road Northeast,2019-03-03,2019-03-05,True,3,+1 404-237-2700,4.30,1000,Atlanta
5254,700 5th Avenue North,2019-03-05,2019-03-10,False,2,+1 206-282-7700,4.20,2160,Seattle
5255,1020 South Figueroa Street,,,True,3,+1 213-748-1291,3.20,594,Los Angeles
5256,10320 West Olympic Boulevard,,,True,3,+1 310-556-2777,3.20,1215,Los Angeles
5257,10740 Wilshire Boulevard,,,True,3,+1 310-475-8711,3.20,2912,Los Angeles
5258,"111 South Gaffey Street, San Pedro, CA 90731, USA",,,True,3,+1 310-514-1414,3.20,306,Los Angeles
5259,"1133 Vine Street, Hollywood, CA 90038, USA",,,True,3,+1 323-952-6900,3.20,972,Los Angeles
5260,"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,True,3,+1 818-821-8031,3.20,720,Los Angeles
5261,115 South Fairfax Avenue,,,True,3,+1 323-937-3930,3.20,1170,Los Angeles
5262,1150 South Beverly Drive,,,True,3,+1 310-553-6561,3.20,420,Los Angeles
5263,1224 Beverwil Drive,,,True,3,+1 877-334-5623,3.20,2200,Los Angeles
5264,1256 West 7th Street,,,True,3,+1 213-632-1200,3.20,456,Los Angeles
5265,1921 North Highland Avenue,2019-03-05,2019-03-07,True,3,+1 323-850-8151,3.20,648,Los Angeles
5266,"Platz vor dem Neuen Tor 6, 10115",2019-03-03,2019-03-08,True,1,+49 30 2000320,4.50,480,Berlin
5267,1000 Northeast Multnomah Street,,,True,1,+1 503-281-6111,3.60,1944,Portland
5268,1150 Northwest 9th Avenue,,,True,1,+1 503-220-1339,3.60,1188,Portland
5269,11518 Northeast Glenn Widing Drive,,,True,1,+1 503-252-2222,3.60,1152,Portland
5270,11550 Northeast Airport Way,,,True,1,+1 503-252-3200,3.60,2415,Portland
5271,12048 Northeast Airport Way,,,True,1,+1 503-255-8600,3.60,864,Portland
5272,12226 North Jantzen Drive,,,True,1,+1 503-283-3030,3.60,228,Portland
5273,1355 Southwest 2nd Avenue,,,True,1,+1 503-306-4800,3.60,1800,Portland
5274,1441 Northeast 2nd Avenue,,,True,1,+1 503-233-2401,3.60,486,Portland
5275,1455 Southwest Broadway,,,False,1,+1 503-334-2167,3.60,204,Portland
5276,1510 Southwest Harbor Way,,,True,1,+1 503-228-3233,3.60,2304,Portland
5277,2426 Northwest Vaughn Street,2019-03-04,2019-03-06,True,1,+1 503-242-2400,3.60,558,Portland
5278,"1003 Coast Boulevard, La Jolla, California 92037, United States",,,True,5,+1 858-224-7600,3.90,2480,San Diego
5279,1047 Fifth Avenue,,,True,5,+1 619-515-3000,3.90,2160,San Diego
5280,"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,True,4,+1 858-558-1500,3.90,496,San Diego
5281,11025 Vista Sorrento Parkway,,,True,5,+1 858-523-0500,3.90,3570,San Diego
5282,11520 West Bernardo Court,,,True,2,+1 858-451-6600,3.90,960,San Diego
5283,11915 El Camino Real,,,True,2,+1 858-481-5900,3.90,600,San Diego
5284,11966 El Camino Real,,,True,2,+1 858-523-1700,3.90,1120,San Diego
5285,910 Broadway Circle,2019-03-06,2019-03-09,True,1,+1 619-239-2200,3.90,456,San Diego
5286,1 South Franklin Street,,,False,3,+1 312-558-1020,4.20,189,Chicago
5287,1 West Wacker Drive,,,True,3,+1 312-372-7200,4.20,1800,Chicago
5288,110 West Huron Street,,,True,1,+1 312-944-8000,4.20,465,Chicago
5289,1118 North State Street,,,True,2,+1 312-586-2000,4.20,1860,Chicago
5290,113-125 North Green Street,,,True,3,+1 312-521-8000,4.20,345,Chicago
5291,116 North Jefferson Street,,,True,1,+1 312-648-0000,4.20,240,Chicago
5292,118 North Jefferson Street,,,True,3,+1 312-930-0000,4.20,504,Chicago
5293,12 South Michigan Avenue,,,True,2,+1 312-940-3552,4.20,1624,Chicago
5294,1209 West Albion Avenue,,,True,1,+1 312-265-5800,4.20,408,Chicago
5295,166 East Superior Street,2019-03-03,2019-03-06,True,1,+1 312-787-6000,4.20,2040,Chicago
5296,"6364 Yucca Street, Hollywood, California 90028, United States",2019-03-11,2019-03-13,True,2,+1 323-600-5396,3.90,348,Los Angeles
5297,"221-17 Northern Boulevard, Bayside",2019-03-06,2019-03-11,True,1,+1 718-631-5900,3.90,1080,New York
5298,132 South Central Avenue,2019-03-07,2019-03-08,True,1,+1 602-603-2001,4.40,207,Phoenix
5299,12 4th Street,2019-03-09,2019-03-11,True,1,+1 415-348-1111,4.20,832,San Francisco
5300,1000 1st Avenue,,,True,3,+1 206-957-1000,4.30,1920,Seattle
5301,1007 1st Avenue,,,True,3,+1 206-624-4844,4.30,3136,Seattle
5302,105 Pike Street,,,True,3,+1 206-340-1222,4.30,930,Seattle
5303,110 Stewart Street,,,True,3,+1 206-623-4600,4.30,2240,Seattle
5304,1100 5th Avenue,,,True,3,+1 206-624-8000,4.30,1000,Seattle
5305,1101 4th Avenue,,,True,3,+1 206-621-1770,4.30,3808,Seattle
5306,1112 4th Avenue,,,True,3,+1 206-264-6000,4.30,3360,Seattle
5307,1113 6th Avenue,,,True,3,+1 206-464-1980,4.30,912,Seattle
5308,1150 Fairview Avenue North,,,True,3,+1 206-447-9500,4.30,684,Seattle
5309,1815 Terry Avenue,,,True,3,+1 206-388-1000,4.30,792,Seattle
5310,99 Union Street,2019-03-10,2019-03-11,True,3,+1 206-749-7000,4.30,420,Seattle
5311,1041 Southwest Marine Drive,,,True,2,+1 604-263-1555,3.50,2970,Vancouver
5312,111 Robson Street,,,True,2,+1 604-602-1008,4.40,900,Vancouver
5313,1114 Burnaby Street,,,False,2,+1 604-684-4565,3.90,270,Vancouver
5314,500 J Street,,,True,2,+1 916-545-7100,4.40,3780,Sacramento
5315,10 East Thomas Road,,,True,1,+1 602-222-1111,4.50,84,Phoenix
5316,15 East Monroe Street,,,True,1,+1 602-343-0006,4.50,1296,Phoenix
5317,"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,True,1,+1 480-624-1700,4.50,1920,Phoenix
5318,2335 West Pinnacle Peak Road,,,True,1,+1 623-879-8800,4.50,1980,Phoenix
5319,2811 East Camelback Road,,,True,1,+1 602-852-6500,4.50,810,Phoenix
5320,333 North Central Avenue,,,True,1,+1 602-429-3500,4.50,800,Phoenix
5321,4415 East Paradise Village Parkway South,,,True,1,+1 602-765-5800,4.50,900,Phoenix
5322,"6302 East Camelback Road, Scottsdale, Arizona 85251, United States",,,True,1,+1 480-947-3300,4.50,456,Phoenix
5323,"6902 East Greenway Parkway, Scottsdale, AZ 85254, USA",,,True,1,+1 480-624-1000,4.50,1536,Phoenix
5324,1000 1st Avenue,,,True,2,+1 206-957-1000,4.20,1920,Seattle
5325,1007 1st Avenue,,,True,2,+1 206-624-4844,4.20,3136,Seattle
5326,1011 Pike Street,,,True,2,+1 206-682-8282,4.20,180,Seattle
5327,1046 1st Avenue South,,,True,2,+1 206-204-9800,4.20,1596,Seattle
5328,105 Pike Street,,,True,2,+1 206-340-1222,4.20,272,Seattle
5329,110 Stewart Street,,,True,2,+1 206-623-4600,4.20,528,Seattle
5330,1100 5th Avenue,,,True,2,+1 206-624-8000,4.20,1000,Seattle
5331,1101 4th Avenue,,,True,2,+1 206-621-1770,4.20,3808,Seattle
5332,1112 4th Avenue,,,True,2,+1 206-264-6000,4.20,3360,Seattle
5333,1113 6th Avenue,,,True,2,+1 206-464-1980,4.20,912,Seattle
5334,1800 Argyle Avenue,,,True,2,+1 213-279-3532,4.50,348,Los Angeles
5335,2151 Avenue of the Stars,,,True,2,+1 310-284-6500,4.50,1152,Los Angeles
5336,300 Doheny Drive,,,True,2,+1 310-273-2222,4.50,1260,Los Angeles
5337,330 Charles E Young Drive East,,,True,2,+1 310-825-2923,4.50,1248,Los Angeles
5338,425 Westwood Plaza,,,True,2,+1 855-522-8252,4.50,3600,Los Angeles
5339,465 South La Cienega Boulevard,,,True,2,+1 310-247-0400,4.50,1440,Los Angeles
5340,5933 West Century Boulevard,,,True,2,+1 310-568-7700,4.50,630,Los Angeles
5341,8555 Beverly Boulevard,,,True,2,+1 310-278-5444,4.50,1280,Los Angeles
5342,899 Francisco Street,,,True,2,+1 213-232-8800,4.50,1160,Los Angeles
5343,100 Capitol Mall,,,True,1,+1 916-326-5000,4.10,252,Sacramento
5344,1121 15th Street,,,True,1,+1 916-443-0500,4.10,648,Sacramento
5345,1782 Tribute Road,,,True,1,+1 916-929-7900,4.10,1932,Sacramento
5346,2001 Point West Way,,,True,1,+1 916-929-8855,4.10,690,Sacramento
5347,2200 Harvard Street,,,True,1,+1 916-922-4700,4.10,1740,Sacramento
5348,2540 Venture Oaks Way,,,True,1,+1 916-568-5400,4.10,315,Sacramento
5349,300 J Street,,,True,1,+1 916-446-0100,4.10,1260,Sacramento
5350,4422 Y Street,,,True,1,+1 916-455-6800,4.10,3780,Sacramento
5351,"4222 Vineland Avenue, North Hollywood, CA 91602, USA",,,True,1,+1 818-980-8000,4.30,3675,Los Angeles
5352,465 South La Cienega Boulevard,,,True,1,+1 310-247-0400,4.30,1440,Los Angeles
5353,5933 West Century Boulevard,,,True,1,+1 310-568-7700,4.30,630,Los Angeles
5354,1020 South Figueroa Street,,,True,2,+1 213-748-1291,3.80,594,Los Angeles
5355,10320 West Olympic Boulevard,,,True,2,+1 310-556-2777,3.80,1215,Los Angeles
5356,10740 Wilshire Boulevard,,,True,2,+1 310-475-8711,3.80,2912,Los Angeles
5357,"111 South Gaffey Street, San Pedro, CA 90731, USA",,,True,2,+1 310-514-1414,3.80,306,Los Angeles
5358,"1133 Vine Street, Hollywood, CA 90038, USA",,,True,2,+1 323-952-6900,3.80,972,Los Angeles
5359,"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,True,2,+1 818-821-8031,3.80,384,Los Angeles
5360,115 South Fairfax Avenue,,,True,2,+1 323-937-3930,3.80,1170,Los Angeles
5361,1150 South Beverly Drive,,,True,2,+1 310-553-6561,3.80,420,Los Angeles
5362,1224 Beverwil Drive,,,True,2,+1 877-334-5623,3.80,1152,Los Angeles
5363,"13480 Maxella Avenue, Marina del Rey, CA 90292, USA",,,True,2,+1 310-822-8555,3.80,990,Los Angeles
5364,1000 Northeast Multnomah Street,,,True,1,+1 503-281-6111,4.10,1944,Portland
5365,11518 Northeast Glenn Widing Drive,,,True,1,+1 503-252-2222,4.20,1152,Portland
5366,11550 Northeast Airport Way,,,True,1,+1 503-252-3200,4.20,2415,Portland
5367,12048 Northeast Airport Way,,,True,1,+1 503-255-8600,4.10,864,Portland
5368,12226 North Jantzen Drive,,,True,1,+1 503-283-3030,4.30,228,Portland
5369,1355 Southwest 2nd Avenue,,,True,1,+1 503-306-4800,4.40,1800,Portland
5370,1510 Southwest Harbor Way,,,True,4,+1 503-228-3233,4.40,2304,Portland
5371,2025 Northwest Northrup Street,,,True,5,+1 800-224-1180,4.40,1080,Portland
5372,203 Northwest 3rd Avenue,,,True,5,+1 503-445-0444,4.40,3500,Portland
5373,2080 Southwest River Drive,,,True,3,+1 503-241-2775,4.40,1035,Portland
5374,354 Northwest 9th Avenue,,,True,5,+1 503-222-5200,4.40,260,Portland
5375,425 Northwest 9th Avenue,,,True,2,+1 971-351-0230,4.40,336,Portland
5376,506 Southwest Washington Street,,,True,3,+1 503-222-0001,4.40,840,Portland
5377,1150 Northwest 9th Avenue,,,True,4,+1 503-220-1339,4.40,3240,Portland
5378,2025 Northwest Northrup Street,,,True,4,+1 800-224-1180,4.40,1080,Portland
5379,203 Northwest 3rd Avenue,,,True,4,+1 503-445-0444,4.40,3500,Portland
5380,2080 Southwest River Drive,,,True,4,+1 503-241-2775,4.40,2268,Portland
5381,354 Northwest 9th Avenue,,,True,4,+1 503-222-5200,4.40,260,Portland
5382,425 Northwest 9th Avenue,,,True,4,+1 971-351-0230,4.40,2320,Portland
5383,506 Southwest Washington Street,,,True,4,+1 503-222-0001,4.40,2000,Portland
5384,1050 West Ball Road,,,True,3,+1 714-860-4660,3.60,2856,Anaheim
5385,1057 West Ball Road,,,True,3,+1 714-774-7600,3.60,432,Anaheim
5386,1110 West Katella Avenue,,,True,3,+1 714-778-1880,3.60,594,Anaheim
5387,1111 South Harbor Boulevard,,,False,3,+1 714-616-5788,3.60,558,Anaheim
5388,1140 West Katella Avenue,,,True,3,+1 714-635-8070,3.60,798,Anaheim
5389,1160 West Ball Road,,,True,3,+1 714-215-4000,3.60,891,Anaheim
5390,1176 West Katella Avenue,,,True,3,+1 714-776-0140,3.60,450,Anaheim
5391,1221 South Harbor Boulevard,,,True,3,+1 714-758-0900,3.60,729,Anaheim
5392,1240 South Walnut Street,,,True,3,+1 714-535-0300,3.60,3570,Anaheim
5393,125 South Festival Drive,,,True,3,+1 714-974-8880,3.60,1596,Anaheim
5394,1000 Northeast Multnomah Street,,,True,3,+1 503-281-6111,3.80,1944,Portland
5395,1150 Northwest 9th Avenue,,,True,3,+1 503-220-1339,3.80,1188,Portland
5396,11518 Northeast Glenn Widing Drive,,,True,2,+1 503-252-2222,3.80,1152,Portland
5397,11550 Northeast Airport Way,,,True,5,+1 503-252-3200,3.80,2415,Portland
5398,12048 Northeast Airport Way,,,True,2,+1 503-255-8600,3.80,864,Portland
5399,12226 North Jantzen Drive,,,True,4,+1 503-283-3030,3.80,228,Portland
5400,1355 Southwest 2nd Avenue,,,True,3,+1 503-306-4800,3.80,1800,Portland
5401,1441 Northeast 2nd Avenue,,,True,1,+1 503-233-2401,3.80,486,Portland
