,car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
3337,Subaru Forester,Full-size,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,168
3338,Toyota RAV4,Full-size,2019-03-06,Seattle,2019-03-02,King Street Station,17:00,164
3339,Subaru Forester,Full-size,2019-03-06,,2019-03-02,Seattle-Tacoma International Airport,17:00,168
3340,Chevrolet Cruze,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,26
3341,Honda Civic,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,28
3342,Hyundai Elantra,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,32
3343,Toyota Corolla,Standard,2019-03-11,Los Angeles,2019-03-10,Union Station,10:30,32
3344,Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,Union Station,10:30,26
3345,Honda Accord,Standard,2019-03-03,Chicago,2019-03-01,O'Hare International Airport,12:30,62
3346,Nissan Altima,Standard,2019-03-03,Chicago,2019-03-01,O'Hare International Airport,12:30,74
3347,Toyota Prius,Standard,2019-03-03,Chicago,2019-03-01,O'Hare International Airport,12:30,68
3348,Ford Fusion,Standard,2019-03-03,Chicago,2019-03-01,Chicago Union Station,13:00,60
3349,Nissan Sentra,Standard,2019-03-03,Chicago,2019-03-01,Chicago Union Station,13:00,56
3350,Honda Accord,Standard,2019-03-03,,2019-03-01,O'Hare International Airport,12:30,62
3351,Chevrolet Cruze,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,64
3352,Ford Fusion,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,58
3353,Hyundai Elantra,Standard,2019-03-08,Philadelphia,2019-03-06,Intercity Terminal,10:30,62
3354,Nissan Altima,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,52
3355,Nissan Sentra,Standard,2019-03-08,Philadelphia,2019-03-06,30th Street Station,10:30,58
3356,Toyota Corolla,Standard,2019-03-08,Philadelphia,2019-03-06,Intercity Terminal,10:30,60
3357,Toyota Prius,Standard,2019-03-08,Philadelphia,2019-03-06,Intercity Terminal,10:30,54
3358,Chevrolet Cruze,Standard,2019-03-08,,2019-03-06,30th Street Station,10:30,64
3359,Chevrolet Cruze,Standard,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,64
3360,Ford Escape,Full-size,2019-03-12,London,2019-03-10,Gatwick International Airport,16:30,86
3361,Honda Accord,Standard,2019-03-12,London,2019-03-10,Gatwick International Airport,16:30,64
3362,Honda Fit,Compact,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,66
3363,Hyundai Elantra,Standard,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,72
3364,Kia Forte,Compact,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,52
3365,Nissan Altima,Standard,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,64
3366,Nissan Leaf,Compact,2019-03-12,London,2019-03-10,Gatwick International Airport,16:30,62
3367,Nissan Rogue,Full-size,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,98
3368,Toyota Highlander,Full-size,2019-03-12,London,2019-03-10,Heathrow International Airport,16:30,84
3369,Honda Accord,Standard,2019-03-12,,2019-03-10,Gatwick International Airport,16:30,64
3370,Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,72
3371,Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,74
3372,Honda Accord,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,78
3373,Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,09:00,66
3374,Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,John Wayne Airport,09:00,72
3375,Ford Fusion,Standard,2019-03-13,Chicago,2019-03-08,Chicago Union Station,13:00,165
3376,Nissan Sentra,Standard,2019-03-13,Chicago,2019-03-08,Chicago Union Station,13:00,160
3377,Honda Accord,Standard,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,12:30,170
3378,Nissan Altima,Standard,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,12:30,170
3379,Toyota Prius,Standard,2019-03-13,Chicago,2019-03-08,O'Hare International Airport,12:30,190
3380,Ford Fusion,Standard,2019-03-13,,2019-03-08,Chicago Union Station,13:00,165
3381,Ford Fusion,Standard,2019-03-13,San Diego,2019-03-09,SAN International Airport,17:00,140
3382,Honda Accord,Standard,2019-03-13,San Diego,2019-03-09,Santa Fe Depot,17:00,116
3383,Honda Civic,Standard,2019-03-13,San Diego,2019-03-09,Santa Fe Depot,17:00,96
3384,Hyundai Elantra,Standard,2019-03-13,San Diego,2019-03-09,SAN International Airport,17:00,128
3385,Nissan Sentra,Standard,2019-03-13,San Diego,2019-03-09,Santa Fe Depot,17:00,140
3386,Toyota Camry,Standard,2019-03-13,San Diego,2019-03-09,SAN International Airport,17:00,116
3387,Ford Fusion,Standard,2019-03-13,,2019-03-09,SAN International Airport,17:00,140
3388,Chevrolet Cruze,Standard,2019-03-10,Fresno,2019-03-06,Fresno Station,12:30,100
3389,Honda Accord,Standard,2019-03-10,Fresno,2019-03-06,Fresno Station,12:30,132
3390,Nissan Altima,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,144
3391,Nissan Sentra,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,140
3392,Toyota Camry,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,148
3393,Toyota Corolla,Standard,2019-03-10,Fresno,2019-03-06,Fresno Yosemite International Airport,12:30,112
3394,Honda Accord,Standard,2019-03-10,,2019-03-06,Fresno Station,12:30,132
3395,Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,72
3396,Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,74
3397,Honda Accord,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,78
3398,Hyundai Elantra,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,12:00,62
3399,Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,12:00,66
3400,Toyota Camry,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,12:00,64
3401,Honda Accord,Standard,2019-03-09,,2019-03-07,John Wayne Airport,12:00,78
3402,Chevrolet Cruze,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,124
3403,Ford Fusion,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,128
3404,Honda Accord,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,124
3405,Hyundai Elantra,Standard,2019-03-06,Anaheim,2019-03-02,Anaheim Intermodal Center,15:00,112
3406,Nissan Altima,Standard,2019-03-06,Anaheim,2019-03-02,John Wayne Airport,15:00,136
3407,Toyota Camry,Standard,2019-03-06,Anaheim,2019-03-02,Anaheim Intermodal Center,15:00,128
3408,Chevrolet Cruze,Standard,2019-03-06,,2019-03-02,John Wayne Airport,15:00,124
3409,Hyundai Tucson,Full-size,2019-03-06,Phoenix,2019-03-05,Sky Harbor International Airport,20:00,42
3410,Nissan Rogue,Full-size,2019-03-06,Phoenix,2019-03-05,Sky Harbor International Airport,20:00,46
3411,Toyota RAV4,Full-size,2019-03-06,Phoenix,2019-03-05,Sky Harbor International Airport,20:00,39
3412,Hyundai Tucson,Full-size,2019-03-06,,2019-03-05,Sky Harbor International Airport,20:00,42
3413,Toyota Camry,Standard,2019-03-06,Sacramento,2019-03-05,Sacramento Valley Station,11:00,29
3414,Toyota Corolla,Standard,2019-03-06,Sacramento,2019-03-05,Sacramento Valley Station,11:00,31
3415,Chevrolet Bolt,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,29
3416,Honda Fit,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,26
3417,Mini Cooper,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,30
3418,Nissan Leaf,Compact,2019-03-06,Paris,2019-03-05,Charles de Gaulle International Airport,11:00,29
3419,Chevrolet Bolt,Compact,2019-03-06,,2019-03-05,Charles de Gaulle International Airport,11:00,29
3420,Hyundai Elantra,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,35
3421,Nissan Altima,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,29
3422,Toyota Corolla,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,27
3423,Toyota Prius,Standard,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,19:30,27
3424,Nissan Altima,Standard,2019-03-08,,2019-03-07,Intercity Terminal,19:30,29
3425,Hyundai Elantra,Standard,2019-03-08,Anaheim,2019-03-05,Anaheim Intermodal Center,10:00,93
3426,Toyota Camry,Standard,2019-03-08,Anaheim,2019-03-05,Anaheim Intermodal Center,10:00,63
3427,Chevrolet Cruze,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,81
3428,Ford Fusion,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,102
3429,Honda Accord,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,93
3430,Nissan Altima,Standard,2019-03-08,Anaheim,2019-03-05,John Wayne Airport,09:30,96
3431,Hyundai Elantra,Standard,2019-03-08,,2019-03-05,Anaheim Intermodal Center,10:00,93
3432,Chevrolet Cruze,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,105
3433,Hyundai Elantra,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,102
3434,Nissan Altima,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,93
3435,Toyota Prius,Standard,2019-03-14,London,2019-03-11,Heathrow International Airport,09:00,111
3436,Chevrolet Cruze,Standard,2019-03-14,,2019-03-11,Heathrow International Airport,09:00,105
3437,Ford Fusion,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,165
3438,Honda Civic,Standard,2019-03-11,Los Angeles,2019-03-06,Union Station,17:00,150
3439,Hyundai Elantra,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,160
3440,Toyota Camry,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,185
3441,Toyota Corolla,Standard,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,17:00,175
3442,Chevrolet Equinox,Full-size,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,15:30,235
3443,Jeep Cherokee,Full-size,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,15:30,180
3444,Subaru Forester,Full-size,2019-03-11,Los Angeles,2019-03-06,LAX International Airport,15:30,235
3445,Toyota Highlander,Full-size,2019-03-11,Los Angeles,2019-03-06,Union Station,15:30,195
3446,Toyota RAV4,Full-size,2019-03-11,Los Angeles,2019-03-06,Union Station,15:30,150
3447,Chevrolet Equinox,Full-size,2019-03-11,,2019-03-06,LAX International Airport,15:30,235
3448,Ford Fusion,Standard,2019-03-13,Chicago,2019-03-09,Chicago Union Station,14:00,108
3449,Honda Accord,Standard,2019-03-13,Chicago,2019-03-09,O'Hare International Airport,14:00,136
3450,Nissan Altima,Standard,2019-03-13,Chicago,2019-03-09,O'Hare International Airport,14:00,140
3451,Nissan Sentra,Standard,2019-03-13,Chicago,2019-03-09,Chicago Union Station,14:00,108
3452,Toyota Prius,Standard,2019-03-13,Chicago,2019-03-09,O'Hare International Airport,14:00,128
3453,Ford Fusion,Standard,2019-03-13,,2019-03-09,Chicago Union Station,14:00,108
3454,Honda Accord,Standard,2019-03-13,New York,2019-03-08,Grand Central Station,18:00,180
3455,Hyundai Elantra,Standard,2019-03-13,New York,2019-03-08,Port Authority Station,18:00,165
3456,Nissan Altima,Standard,2019-03-13,New York,2019-03-08,Port Authority Station,18:00,160
3457,Toyota Corolla,Standard,2019-03-13,New York,2019-03-08,Grand Central Station,18:00,155
3458,Toyota Prius,Standard,2019-03-13,New York,2019-03-08,Port Authority Station,18:00,145
3459,Toyota Corolla,Standard,2019-03-13,Sacramento,2019-03-08,Sacramento Valley Station,12:30,135
3460,Toyota Camry,Standard,2019-03-13,Sacramento,2019-03-08,SMF International Airport,13:00,165
3461,Toyota Corolla,Standard,2019-03-13,,2019-03-08,Sacramento Valley Station,12:30,135
3462,Chevrolet Cruze,Standard,2019-03-05,Anaheim,2019-03-02,John Wayne Airport,13:30,84
3463,Ford Fusion,Standard,2019-03-05,Anaheim,2019-03-02,John Wayne Airport,13:30,111
3464,Honda Accord,Standard,2019-03-05,Anaheim,2019-03-02,John Wayne Airport,13:30,108
3465,Hyundai Elantra,Standard,2019-03-05,Anaheim,2019-03-02,Anaheim Intermodal Center,13:30,87
3466,Nissan Altima,Standard,2019-03-05,Anaheim,2019-03-02,John Wayne Airport,13:30,99
3467,Toyota Camry,Standard,2019-03-05,Anaheim,2019-03-02,Anaheim Intermodal Center,13:30,96
3468,Chevrolet Bolt,Compact,2019-03-05,Anaheim,2019-03-01,John Wayne Airport,13:30,100
3469,Chevrolet Cruze,Standard,2019-03-05,Anaheim,2019-03-01,John Wayne Airport,13:30,140
3470,Ford Escape,Full-size,2019-03-05,Anaheim,2019-03-01,John Wayne Airport,13:30,168
3471,Ford Fusion,Standard,2019-03-05,Anaheim,2019-03-01,John Wayne Airport,13:30,132
3472,Honda Accord,Standard,2019-03-05,Anaheim,2019-03-01,John Wayne Airport,13:30,144
3473,Honda Fit,Compact,2019-03-05,Anaheim,2019-03-01,Anaheim Intermodal Center,13:30,88
3474,Hyundai Elantra,Standard,2019-03-05,Anaheim,2019-03-01,Anaheim Intermodal Center,13:30,108
3475,Hyundai Tucson,Full-size,2019-03-05,Anaheim,2019-03-01,Anaheim Intermodal Center,13:30,172
3476,Kia Forte,Compact,2019-03-05,Anaheim,2019-03-01,Anaheim Intermodal Center,13:30,104
3477,Nissan Altima,Standard,2019-03-05,Anaheim,2019-03-01,John Wayne Airport,13:30,136
3478,Chevrolet Bolt,Compact,2019-03-05,,2019-03-01,John Wayne Airport,13:30,100
3479,Chevrolet Cruze,Standard,2019-03-10,London,2019-03-07,Heathrow International Airport,18:00,90
3480,Honda Accord,Standard,2019-03-10,London,2019-03-07,Gatwick International Airport,18:00,96
3481,Hyundai Elantra,Standard,2019-03-10,London,2019-03-07,Heathrow International Airport,18:00,99
3482,Nissan Altima,Standard,2019-03-10,London,2019-03-07,Heathrow International Airport,18:00,114
3483,Toyota Prius,Standard,2019-03-10,London,2019-03-07,Heathrow International Airport,18:00,81
3484,Chevrolet Cruze,Standard,2019-03-10,,2019-03-07,Heathrow International Airport,18:00,90
3485,Chevrolet Bolt,Compact,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,63
3486,Chevrolet Equinox,Full-size,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,123
3487,Ford Escape,Full-size,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,123
3488,Ford Fusion,Standard,2019-03-14,San Diego,2019-03-11,SAN International Airport,16:30,93
3489,Honda Accord,Standard,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,93
3490,Honda Civic,Standard,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,69
3491,Honda Fit,Compact,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,87
3492,Hyundai Elantra,Standard,2019-03-14,San Diego,2019-03-11,SAN International Airport,16:30,96
3493,Hyundai Tucson,Full-size,2019-03-14,San Diego,2019-03-11,SAN International Airport,16:30,117
3494,Jeep Cherokee,Full-size,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,16:30,132
3495,Chevrolet Bolt,Compact,2019-03-14,,2019-03-11,Santa Fe Depot,16:30,63
3496,Chevrolet Cruze,Standard,2019-03-05,Toronto,2019-03-03,Toronto Pearson International Airport,16:30,68
3497,Toyota Camry,Standard,2019-03-05,Toronto,2019-03-03,Toronto Pearson International Airport,16:30,62
3498,Toyota Camry,Standard,2019-03-05,,2019-03-03,Toronto Pearson International Airport,16:30,62
3499,Chevrolet Cruze,Standard,2019-03-05,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,16:30,120
3500,Nissan Sentra,Standard,2019-03-05,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,16:30,124
3501,Toyota Camry,Standard,2019-03-05,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,16:30,124
3502,Toyota Prius,Standard,2019-03-05,Atlanta,2019-03-01,Peachtree Station,16:30,116
3503,Chevrolet Cruze,Standard,2019-03-05,,2019-03-01,Hartsfield-Jackson International Airport,16:30,120
3504,Ford Fusion,Standard,2019-03-06,Chicago,2019-03-05,Chicago Union Station,17:00,25
3505,Honda Accord,Standard,2019-03-06,Chicago,2019-03-05,O'Hare International Airport,17:00,26
3506,Nissan Altima,Standard,2019-03-06,Chicago,2019-03-05,O'Hare International Airport,17:00,40
3507,Nissan Sentra,Standard,2019-03-06,Chicago,2019-03-05,Chicago Union Station,17:00,30
3508,Toyota Prius,Standard,2019-03-06,Chicago,2019-03-05,O'Hare International Airport,17:00,37
3509,Ford Fusion,Standard,2019-03-06,,2019-03-05,Chicago Union Station,17:00,25
3510,Chevrolet Cruze,Standard,2019-03-09,Philadelphia,2019-03-06,PHL International Airport,17:00,108
3511,Ford Fusion,Standard,2019-03-09,Philadelphia,2019-03-06,PHL International Airport,17:00,114
3512,Honda Civic,Standard,2019-03-09,Philadelphia,2019-03-06,PHL International Airport,17:00,129
3513,Hyundai Elantra,Standard,2019-03-09,Philadelphia,2019-03-06,Intercity Terminal,17:00,99
3514,Nissan Altima,Standard,2019-03-09,Philadelphia,2019-03-06,30th Street Station,17:00,90
3515,Nissan Sentra,Standard,2019-03-09,Philadelphia,2019-03-06,30th Street Station,17:00,75
3516,Toyota Corolla,Standard,2019-03-09,Philadelphia,2019-03-06,Intercity Terminal,17:00,90
3517,Toyota Prius,Standard,2019-03-09,Philadelphia,2019-03-06,Intercity Terminal,17:00,87
3518,Chevrolet Equinox,Full-size,2019-03-09,Philadelphia,2019-03-06,30th Street Station,17:00,117
3519,Jeep Cherokee,Full-size,2019-03-09,Philadelphia,2019-03-06,PHL International Airport,17:00,123
3520,Nissan Rogue,Full-size,2019-03-09,Philadelphia,2019-03-06,30th Street Station,17:00,120
3521,Subaru Forester,Full-size,2019-03-09,Philadelphia,2019-03-06,Intercity Terminal,17:00,123
3522,Chevrolet Equinox,Full-size,2019-03-09,,2019-03-06,30th Street Station,17:00,117
3523,Chevrolet Cruze,Standard,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,12:30,87
3524,Toyota Camry,Standard,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,12:30,90
3525,Chevrolet Cruze,Standard,2019-03-08,,2019-03-05,Toronto Pearson International Airport,12:30,87
3526,Honda Civic,Standard,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,66
3527,Hyundai Elantra,Standard,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,74
3528,Nissan Sentra,Standard,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,72
3529,Toyota Prius,Standard,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,68
3530,Chevrolet Bolt,Compact,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,54
3531,Honda Fit,Compact,2019-03-07,Las Vegas,2019-03-05,Union Plaza,14:00,44
3532,Mini Cooper,Compact,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,62
3533,Volkswagen GTI,Compact,2019-03-07,Las Vegas,2019-03-05,Union Plaza,14:00,54
3534,Volkswagen Golf,Compact,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,14:00,48
3535,Chevrolet Bolt,Compact,2019-03-07,Paris,2019-03-02,Charles de Gaulle International Airport,14:00,120
3536,Honda Fit,Compact,2019-03-07,Paris,2019-03-02,Charles de Gaulle International Airport,14:00,135
3537,Mini Cooper,Compact,2019-03-07,Paris,2019-03-02,Charles de Gaulle International Airport,14:00,130
3538,Nissan Leaf,Compact,2019-03-07,Paris,2019-03-02,Charles de Gaulle International Airport,14:00,160
3539,Honda Fit,Compact,2019-03-07,,2019-03-02,Charles de Gaulle International Airport,14:00,135
3540,Ford Fusion,Standard,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,35
3541,Honda Accord,Standard,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,29
3542,Honda Civic,Standard,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,30
3543,Toyota Camry,Standard,2019-03-04,Sacramento,2019-03-03,SMF International Airport,14:00,32
