,address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
1815,1447 Burlingame Avenue,Italian,,False,False,Burlingame,,650-348-3277,moderate,4.30,Sapore Italiano Ristorante,
1816,401 Primrose Road,Italian,,True,False,Burlingame,,650-347-5733,pricey,4.50,Stella Alpina Osteria,
1817,1219 Burlingame Avenue,Italian,2019-03-01,False,False,Burlingame,2,650-347-7672,moderate,1.00,Cafe La Scala Italian Rest.,19:30
1818,2355 Chestnut Street,Italian,2019-03-13,False,True,San Francisco,3,415-771-2216,moderate,4.30,A16,13:00
1819,5391 Prospect Road,Barbecue,2019-03-01,False,False,San Jose,3,408-725-1686,moderate,4.00,Dickey's Barbecue Pit,13:30
1820,16 Mint Plaza,Italian,2019-03-01,True,True,San Francisco,2,415-543-5100,moderate,4.40,54 Mint Ristorante Italiano,11:30
1821,202 Stage Road,American,,False,False,Pescadero,,650-879-0464,moderate,4.30,Duarte's Tavern,
1822,202 Stage Road,American,2019-03-01,False,False,Pescadero,2,650-879-0464,moderate,4.30,Duarte's Tavern,11:00
1823,21 Town Square Place # A,Breakfast,2019-03-02,True,True,Vacaville,2,707-448-2113,moderate,4.40,Los Reyes Restaurante Y Cantina,19:30
1824,3369 Mission Street,Japanese,,False,True,San Francisco,,415-525-4750,pricey,4.30,Ichi Sushi,
1825,5158 Geary Boulevard,Japanese,,False,True,San Francisco,,415-379-4539,moderate,4.20,Jin Pot,
1826,71 5th Street,Japanese,,False,True,San Francisco,,415-536-7888,moderate,4.00,Kaisen Sushi,
1827,1684 Bryant Street,Japanese,,False,True,San Francisco,,415-565-0918,moderate,3.90,Mikado Sushi,
1828,2154 Mission Street,Japanese,,False,True,San Francisco,,415-864-1888,moderate,4.50,Minako Organic Japanese Restaurant,
1829,2092 3rd Street,Japanese,,True,True,San Francisco,,415-861-8285,moderate,4.40,Moshi Moshi,
1830,983 Valencia Street,Japanese,,False,True,San Francisco,,415-484-1206,pricey,4.00,Motze,
1831,3339 Steiner Street,Japanese,2019-03-11,False,True,San Francisco,2,415-567-4903,moderate,4.40,Ace Wasabi Rock-n-roll Sushi,19:30
1832,296 Barber Court,Halal,,False,True,Milpitas,,408-433-5199,moderate,4.20,Darda Seafood,
1833,296 Barber Court,Halal,2019-03-09,False,True,Milpitas,2,408-433-5199,moderate,4.20,Darda Seafood,12:00
1834,471 Saratoga Avenue,Chinese,,False,False,San Jose,,408-984-5788,cheap,4.30,Szechuan Chili Restaurant,
1835,1659 Branham Lane,Chinese,,False,True,San Jose,,408-448-3748,cheap,4.30,Taste Of China,
1836,3095 McKee Road,Chinese,2019-03-01,False,False,San Jose,2,408-251-7693,cheap,3.40,K K Chinese,13:00
1837,1760 Polk Street,American,2019-03-09,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,13:30
1838,1026 1st Street,Italian,,True,False,Napa,,707-254-8006,moderate,4.30,Allegria,
1839,4110 Howard Lane,Italian,,True,True,Napa,,707-224-3300,pricey,4.60,Bistro Don Giovanni,
1840,1141 1st Street,Italian,,True,True,Napa,,707-224-6664,moderate,4.30,Ca' Momi Osteria,
1841,645 1st Street,Italian,,False,True,Napa,,707-254-9700,moderate,4.40,Filippi's Pizza Grotto,
1842,4211 Solano Avenue,Italian,,False,True,Napa,,707-251-8600,moderate,4.50,Il Posto Trattoria,
1843,3085 Jefferson Street,Italian,,False,True,Napa,,707-257-3300,moderate,4.00,Mary's Pizza Shack,
1844,1425 1st Street,Italian,,False,True,Napa,,707-252-1022,pricey,4.50,Oenotri,
1845,1502 Main Street,Italian,,False,True,Napa,,707-492-8026,moderate,4.60,Pasta Prego,
1846,1011 Soscol Ferry Road,Italian,,False,False,Napa,,707-252-4533,moderate,3.90,Villa Romano,
1847,1026 1st Street,Italian,2019-03-01,True,False,Napa,2,707-254-8006,moderate,4.30,Allegria,19:00
1848,200 Sycamore Valley Rd W,Steakhouse,2019-03-11,False,False,Danville,2,925-552-0505,pricey,4.50,Forbes Mill Steakhouse,11:30
1849,1888 Solano Avenue,Indian,2019-03-04,False,True,Berkeley,2,510-526-4373,moderate,4.20,Ajanta,18:30
1850,6247 College Avenue,Vegetarian,,False,True,Berkeley,,510-658-8458,moderate,4.30,Great Wall | Chinese Restaurant,
1851,1585 University Avenue,Vegetarian,,False,True,Berkeley,,510-704-0174,moderate,4.10,Himalayan Flavors,
1852,1700 Shattuck Avenue,Vegetarian,,False,True,Berkeley,,510-549-0612,moderate,4.40,Thai Delight Cuisine,
1853,1903 University Avenue,Vegetarian,,False,True,Berkeley,,510-843-6600,cheap,4.20,Udupi Palace,
1854,6247 College Avenue,Vegetarian,2019-03-12,False,True,Berkeley,2,510-658-8458,moderate,4.30,Great Wall | Chinese Restaurant,18:00
1855,17385 Monterey Road,Italian,2019-03-01,True,True,Morgan Hill,2,408-779-7422,moderate,4.40,Betto's Bistro,11:00
1856,150 East Santa Clara Street,Take-out,2019-03-02,False,True,San Jose,3,408-286-7500,moderate,4.30,4th St Pizza Co,11:30
1857,336 Healdsburg Avenue,Italian,,False,False,Healdsburg,,707-433-8111,moderate,4.60,Baci | Cafe & Wine Bar,
1858,330 Healdsburg Avenue,Italian,,True,False,Healdsburg,,707-395-4640,moderate,4.60,Campo Fina,
1859,109A Plaza Street,Italian,,False,True,Healdsburg,,707-433-5282,pricey,4.70,Scopa,
1860,336 Healdsburg Avenue,Italian,2019-03-02,False,False,Healdsburg,1,707-433-8111,moderate,4.60,Baci | Cafe & Wine Bar,12:00
1861,790 Oak Grove Road,Indian,,False,True,Concord,,925-288-0000,moderate,4.00,Hot Basil Cafe,
1862,790 Oak Grove Road,Indian,2019-03-01,False,True,Concord,2,925-288-0000,moderate,4.00,Hot Basil Cafe,12:30
1863,3486 Mission Street,Nepalese,,False,True,San Francisco,,415-647-2222,moderate,4.70,Cuisine Of Nepal Restaurant,
1864,280 Valencia Street,Nepalese,,False,True,San Francisco,,510-942-5771,moderate,4.40,Dancing Yak,
1865,1386 9th Avenue,Nepalese,,False,True,San Francisco,,415-213-5654,moderate,4.20,Gorkha Kitchen,
1866,925 Cortland Avenue,Nepalese,,False,True,San Francisco,,415-643-3881,moderate,4.40,Little Nepal,
1867,523 Broadway,Nepalese,,False,True,San Francisco,,415-677-9743,moderate,4.20,Urban Curry,
1868,1499 Valencia Street,California,2019-03-09,True,True,San Francisco,2,415-416-6136,moderate,4.50,Al's Place,17:00
1869,331 West Hacienda Avenue,American,2019-03-01,True,False,Campbell,2,408-374-3400,moderate,4.10,Effie's Restaurant & Bar,17:30
1870,921 East Duane Avenue,Asian,,False,True,Sunnyvale,,408-732-3319,moderate,4.20,Barn Thai,
1871,101 South Murphy Avenue,Asian,,False,True,Sunnyvale,,408-773-1098,moderate,3.90,Thai Basil,
1872,921 East Duane Avenue,Asian,2019-03-01,False,True,Sunnyvale,4,408-732-3319,moderate,4.20,Barn Thai,12:00
1873,50 Mission Circle,Sandwich,,False,False,Santa Rosa,,707-538-7730,cheap,3.50,Mcdonald's,
1874,33 South Central Avenue,Italian,2019-03-01,True,False,Campbell,2,408-370-7705,moderate,4.50,A Bellagio Italian Restaurant,12:00
1875,448 Brannan Street,Steakhouse,,False,False,San Francisco,,415-495-1111,ultra high-end,4.50,Alexander's Steakhouse,
1876,659 Merchant Street,Steakhouse,,False,False,San Francisco,,415-397-1928,ultra high-end,4.00,Alfred's Steakhouse,
1877,500 California Street,Steakhouse,,False,False,San Francisco,,415-273-3085,ultra high-end,4.30,Bob's Steak & Chop House,
1878,335 Powell Street,Steakhouse,,False,False,San Francisco,,415-397-3003,ultra high-end,3.80,Bourbon Steak Restaurant,
1879,347 Geary Street,Steakhouse,,False,False,San Francisco,,415-616-5000,moderate,4.00,Daily Grill,
1880,244 Jackson Street,Steakhouse,2019-03-01,False,True,San Francisco,2,415-989-2539,pricey,4.30,5a5 Steak Lounge,17:30
1881,2215 Church Lane,Italian,,False,True,San Pablo,,510-237-9047,moderate,4.50,La Strada Italian Cuisine,
1882,2215 Church Lane,Italian,2019-03-01,False,True,San Pablo,2,510-237-9047,moderate,4.50,La Strada Italian Cuisine,19:30
1883,2018 Lombard Street,Spanish,2019-03-01,False,False,San Francisco,2,415-929-8888,moderate,4.40,Alegrias,11:00
1884,22 Miller Avenue,Italian,2019-03-02,True,True,Mill Valley,2,415-388-2126,moderate,4.50,Piazza D'angelo,19:00
1885,5391 Prospect Road,Barbecue,2019-03-01,False,False,San Jose,2,408-725-1686,moderate,4.00,Dickey's Barbecue Pit,12:30
1886,601 Van Ness Avenue,Japanese,2019-03-01,False,True,San Francisco,2,415-292-9997,moderate,3.50,2g Japanese Brasserie,12:00
1887,2786 California Street,Vegetarian,,False,False,San Francisco,,415-318-8000,moderate,3.60,Ben Wah Restaurant,
1888,1325 9th Avenue,Vegetarian,,False,False,San Francisco,,415-731-2658,moderate,4.50,Nabe,
1889,1007 Guerrero Street,Vegetarian,,False,True,San Francisco,,415-826-8822,moderate,4.50,Tuba Authentic Turkish Restaurant,
1890,2786 California Street,Vegetarian,2019-03-01,False,False,San Francisco,2,415-318-8000,moderate,3.60,Ben Wah Restaurant,18:00
1891,601 Van Ness Avenue,Japanese,2019-03-02,False,True,San Francisco,2,415-292-9997,moderate,3.50,2g Japanese Brasserie,11:00
1892,5620 College Avenue,Chinese,2019-03-01,False,True,Oakland,2,510-601-9888,cheap,4.30,Becky's,17:00
1893,16 Mint Plaza,Italian,2019-03-10,True,True,San Francisco,2,415-543-5100,moderate,4.40,54 Mint Ristorante Italiano,18:00
1894,1055 4th Street,Italian,2019-03-01,False,True,Santa Rosa,2,707-528-3336,moderate,0.00,Italian Affair,18:00
1895,1007 Clay Street,Vietnamese,2019-03-09,False,True,Oakland,1,510-763-8495,moderate,4.30,Le Cheval,18:30
1896,848 Willow Avenue,Seafood,,True,False,Hercules,,510-245-0888,moderate,4.00,Claws And Craws,
1897,1581 Sycamore Avenue #8,Seafood,,False,False,Hercules,,510-245-1581,moderate,4.20,Genki House Japanese Restaurant,
1898,848 Willow Avenue,Seafood,2019-03-01,True,False,Hercules,1,510-245-0888,moderate,4.00,Claws And Craws,17:00
1899,556 E El Camino Real,Coffeehouse,,False,False,Sunnyvale,,408-736-5091,cheap,3.50,Mcdonald's,
1900,199 South Murphy Avenue,Coffeehouse,,True,False,Sunnyvale,,408-675-8466,moderate,4.20,Vino Vino,
1901,556 E El Camino Real,Coffeehouse,2019-03-07,False,False,Sunnyvale,4,408-736-5091,cheap,3.50,Mcdonald's,13:00
1902,4776 Sonoma Highway,Italian,2019-03-03,False,False,Santa Rosa,2,707-539-0260,moderate,4.40,Basilico,18:30
1903,3900 Bel Aire Plaza D,Barbecue,,True,False,Napa,,707-224-6600,moderate,4.10,The Q Restaurant & Bar,
1904,3900 Bel Aire Plaza D,Barbecue,2019-03-01,True,False,Napa,2,707-224-6600,moderate,4.10,The Q Restaurant & Bar,13:00
1905,Laurelwood Shopping Center,Mexican,,False,False,San Mateo,,650-349-0165,moderate,4.20,Celia's,
1906,1622 Palm Avenue,Mexican,,False,False,San Mateo,,650-345-1180,moderate,4.30,El Sinaloense Restaurant,
1907,2310 South El Camino Real,Mexican,,False,False,San Mateo,,650-574-9699,moderate,4.30,La Fonda Cocina Mexicana,
1908,Laurelwood Shopping Center,Mexican,2019-03-01,False,False,San Mateo,2,650-349-0165,moderate,4.20,Celia's,17:00
1909,869 Geary Street,Turkish,,True,True,San Francisco,,415-345-1011,moderate,4.40,A La Turca,
1910,60 West Portal Avenue,Turkish,,False,True,San Francisco,,415-564-4006,moderate,4.50,Bursa Restaurant,
1911,349 Clement Street,Turkish,,False,False,San Francisco,,415-753-9479,moderate,4.40,Kitchen Istanbul,
1912,1201 9th Avenue,Turkish,,True,True,San Francisco,,415-731-0400,moderate,4.20,Park Gyros,
1913,1550 California Street,Turkish,,False,True,San Francisco,,415-563-4043,moderate,4.50,Tuba Nob Hill,
1914,60 West Portal Avenue,Turkish,2019-03-01,False,True,San Francisco,2,415-564-4006,moderate,4.50,Bursa Restaurant,13:30
1915,400 Moffett Boulevard,Take-out,,False,True,Mountain View,,650-262-9728,cheap,3.90,Chef Zhao Bistro,
1916,1991 West El Camino Real,Take-out,,False,True,Mountain View,,650-969-9990,moderate,3.90,Passage To India,
1917,400 Moffett Boulevard,Take-out,2019-03-01,False,True,Mountain View,2,650-262-9728,cheap,3.90,Chef Zhao Bistro,17:30
1918,1760 Polk Street,American,2019-03-10,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,19:00
1919,10690 North De Anza Boulevard,Take-out,,True,True,Cupertino,,408-865-6970,moderate,4.00,Bj's Restaurant & Brewhouse,
1920,10690 North De Anza Boulevard,Take-out,2019-03-01,True,True,Cupertino,4,408-865-6970,moderate,4.00,Bj's Restaurant & Brewhouse,13:00
1921,2397 Broadway,Indian,,False,True,Redwood City,,650-369-9000,moderate,4.20,Broadway Masala,
1922,2397 Broadway,Indian,2019-03-01,False,True,Redwood City,2,650-369-9000,moderate,4.20,Broadway Masala,19:00
1923,1017 Reichert Avenue,Mexican,,True,False,Novato,,415-892-3171,moderate,4.20,Las Guitarras Restaurant,
1924,1017 Reichert Avenue,Mexican,2019-03-01,True,False,Novato,2,415-892-3171,moderate,4.20,Las Guitarras Restaurant,18:00
1925,129 Lytton Avenue,Vegetarian,,False,True,Palo Alto,,650-321-6688,moderate,4.10,Darbar Indian Cuisine,
1926,129 Lytton Avenue,Vegetarian,2019-03-06,False,True,Palo Alto,1,650-321-6688,moderate,4.10,Darbar Indian Cuisine,12:00
1927,1760 Polk Street,American,2019-03-01,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,13:30
1928,3500 Golden Gate Way,Chinese,,False,True,Lafayette,,925-284-3500,moderate,4.30,Great Wall Restaurant,
1929,999 Oak Hill Road,Chinese,,False,True,Lafayette,,925-283-1688,moderate,4.20,Uncle Yu's,
1930,3500 Golden Gate Way,Chinese,2019-03-01,False,True,Lafayette,2,925-284-3500,moderate,4.30,Great Wall Restaurant,12:30
1931,1760 Polk Street,American,2019-03-06,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,11:30
1932,2174 Market Street,Tapas,2019-03-14,False,True,San Francisco,1,415-471-2977,pricey,4.20,Aatxe,12:00
1933,141 Hickey Boulevard,Mexican,,True,False,South San Francisco,,650-755-0614,moderate,3.90,Chevys Fresh Mex,
1934,141 Hickey Boulevard,Mexican,2019-03-13,True,False,South San Francisco,4,650-755-0614,moderate,3.90,Chevys Fresh Mex,13:30
1935,811 Grant Avenue,Asian,,False,True,Novato,,415-892-3440,moderate,3.00,Anokha Cuisine Of India,
1936,1553 South Novato Boulevard G,Asian,,False,True,Novato,,415-892-9303,moderate,4.60,Chao Praya,
1937,1553 South Novato Boulevard G,Asian,2019-03-08,False,True,Novato,4,415-892-9303,moderate,4.60,Chao Praya,12:30
1938,165 East El Camino Real,Indian,,False,True,Mountain View,,650-965-1111,cheap,3.90,Chaat Paradise,
1939,2105 Old Middlefield Way suite c,Indian,,False,True,Mountain View,,650-965-1888,cheap,4.10,Dosa Paratha Indian Cuisine,
1940,288 Castro Street,Indian,,False,True,Mountain View,,650-960-1000,moderate,4.10,Mantra India,
1941,357 Castro Street,Indian,,False,True,Mountain View,,650-965-2000,moderate,4.20,Sakoon,
1942,2700 West El Camino Real,Indian,,False,True,Mountain View,,408-800-6368,moderate,3.40,The Menu Indian Cuisine,
1943,288 Castro Street,Indian,2019-03-13,False,True,Mountain View,3,650-960-1000,moderate,4.10,Mantra India,11:00
1944,740 East El Camino Real,American,,False,True,Sunnyvale,,408-245-4501,moderate,4.00,Black Angus Steakhouse,
1945,1235 Oakmead Parkway,American,,False,False,Sunnyvale,,408-736-2739,moderate,4.10,Faultline Brewing Company,
1946,111 South Murphy Avenue,American,,True,False,Sunnyvale,,408-773-9500,moderate,3.80,Firehouse Grill & Brewery,
1947,1169 W El Camino Real,American,,True,False,Sunnyvale,,408-245-7640,cheap,3.60,Mcdonald's,
1948,151 South Murphy Avenue,American,,True,False,Sunnyvale,,408-685-2477,moderate,4.30,Metro City,
1949,1063 East El Camino Real,American,,False,False,Sunnyvale,,408-244-7311,moderate,4.40,Tanto,
1950,195 South Murphy Avenue,American,,True,True,Sunnyvale,,408-245-8503,moderate,4.20,The Oxford,
1951,740 East El Camino Real,American,2019-03-01,False,True,Sunnyvale,2,408-245-4501,moderate,4.00,Black Angus Steakhouse,19:00
1952,355 Santana Row #1060,American,,True,False,San Jose,,408-247-1706,moderate,4.00,Rosie Mccann's Irish Pub & Restaurant,
1953,1502 Saratoga Avenue,American,,True,True,San Jose,,408-866-4176,moderate,4.20,The Blue Door Restaurant & Bar,
1954,1110 Willow Street,American,,True,True,San Jose,,408-638-7911,moderate,4.30,The Table,
1955,1411 The Alameda,American,,True,False,San Jose,,408-275-1411,moderate,4.20,Zona Rosa,
1956,925 Blossom Hill Road,American,2019-03-02,True,False,San Jose,2,408-284-4260,moderate,4.10,Bj's Restaurant & Brewhouse,18:30
1957,507 Magnolia Avenue,Brasserie,2019-03-02,True,False,Larkspur,4,415-927-3034,moderate,4.30,Left Bank Larkspur Brasserie,11:00
1958,1532 North Main Street,Italian,,False,True,Walnut Creek,,510-943-1094,moderate,0.00,Caffe Delle Stelle Restaurant,
1959,2291 Olympic Boulevard,Italian,,False,True,Walnut Creek,,925-939-9060,moderate,4.40,Il Pavone,
1960,1604 Locust Street,Italian,,True,True,Walnut Creek,,925-932-1474,pricey,4.40,Massimo Ristorante,
1961,1528 Civic Drive,Italian,,False,True,Walnut Creek,,925-943-6608,moderate,4.60,Montecatini Ristorante,
1962,2997 North Main Street,Italian,,False,True,Walnut Creek,,925-930-7774,moderate,4.30,Pasta Primavera,
1963,1522 North Main Street,Italian,,False,True,Walnut Creek,,925-935-7780,pricey,4.50,Prima Restaurant,
1964,1325 North Main Street,Italian,,True,True,Walnut Creek,,925-930-9999,moderate,4.10,Tomatina,
1965,1532 North Main Street,Italian,2019-03-13,False,True,Walnut Creek,2,510-943-1094,moderate,0.00,Caffe Delle Stelle Restaurant,11:30
1966,1532 North Main Street,Italian,2019-03-13,False,True,Walnut Creek,2,510-943-1094,moderate,0.00,Caffe Delle Stelle Restaurant,19:00
1967,961 Bluebell Drive,Asian,,False,True,Livermore,,925-294-8698,cheap,4.50,Sai's T Restaurant,
1968,961 Bluebell Drive,Asian,2019-03-09,False,True,Livermore,2,925-294-8698,cheap,4.50,Sai's T Restaurant,12:30
1969,2564 Springs Road ste B,Take-out,,False,False,Vallejo,,707-554-3434,moderate,4.10,Giant New York Pizza,
1970,1176 Admiral Callaghan Lane,Take-out,,False,True,Vallejo,,707-648-0431,moderate,3.90,Olive Garden Italian Restaurant,
1971,2564 Springs Road ste B,Take-out,2019-03-05,False,False,Vallejo,2,707-554-3434,moderate,4.10,Giant New York Pizza,18:00
1972,1492 Old Bayshore Highway,Seafood,,False,False,Burlingame,,650-347-9988,moderate,3.80,Grand Harbor,
1973,243 California Drive,Seafood,,False,False,Burlingame,,650-348-4064,moderate,4.40,Sakae Sushi & Grill,
1974,1492 Old Bayshore Highway,Seafood,2019-03-02,False,False,Burlingame,4,650-347-9988,moderate,3.80,Grand Harbor,17:00
1975,300 Broadway,Taiwanese,,False,False,Oakland,,510-922-8032,moderate,4.10,Dragon Gate,
1976,300 Broadway,Taiwanese,2019-03-12,False,False,Oakland,1,510-922-8032,moderate,4.10,Dragon Gate,13:30
1977,2400 Forest Avenue,American,2019-03-05,False,True,San Jose,2,408-261-5787,moderate,4.20,Bazille,11:30
1978,13808 Skyline Boulevard,American,,False,False,Woodside,,650-851-8541,pricey,4.70,The Mountain House,
1979,13808 Skyline Boulevard,American,2019-03-08,False,False,Woodside,2,650-851-8541,pricey,4.70,The Mountain House,11:00
1980,534 Irving Street,Thai,2019-03-09,False,True,San Francisco,2,415-379-4505,moderate,4.30,Baan Thai House & Wine Bar,19:00
1981,1295 East Dunne Avenue,American,,True,False,Morgan Hill,,669-888-3488,moderate,4.20,88 Keys Cafe,
1982,17105 Monterey Road,American,,True,False,Morgan Hill,,408-779-8800,moderate,4.50,Bubbles & Brew,
1983,30 East 3rd Street,American,,True,False,Morgan Hill,,408-779-3376,moderate,4.20,Huntington Station,
1984,201 Vineyard Town Ctr,American,,False,False,Morgan Hill,,408-779-8182,cheap,3.40,Mcdonald's,
1985,1295 East Dunne Avenue,American,2019-03-08,True,False,Morgan Hill,4,669-888-3488,moderate,4.20,88 Keys Cafe,12:00
1986,2018 Lombard Street,Spanish,2019-03-05,False,False,San Francisco,2,415-929-8888,moderate,4.40,Alegrias,19:00
1987,16 Mint Plaza,Italian,2019-03-07,True,True,San Francisco,2,415-543-5100,moderate,4.40,54 Mint Ristorante Italiano,12:00
1988,2135 Franklin Street,Mexican,2019-03-11,False,True,Oakland,2,510-288-3668,moderate,4.30,Agave Uptown,12:00
1989,25 Lusk Street,American,2019-03-07,False,True,San Francisco,2,415-495-5875,pricey,4.40,25 Lusk,17:00
1990,4318 Thornton Avenue,Sandwich,,False,False,Fremont,,510-791-7400,cheap,3.70,Mcdonald's,
1991,42800 Mission Boulevard,Sandwich,2019-03-12,False,False,Fremont,2,510-656-9375,cheap,3.70,Mcdonald's,19:00
1992,4440 Lone Tree Way,Coffeehouse,2019-03-01,False,False,Antioch,2,925-756-7689,cheap,3.30,Mcdonald's,13:00
1993,14109 South Winchester Boulevard,Italian,,True,False,Los Gatos,,408-374-1808,moderate,4.30,Aldo's Ristorante & Bar,
1994,565 University Avenue,Italian,,True,False,Los Gatos,,408-395-7650,moderate,4.40,Campo Di Bocce Of Los Gatos,
