,address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
1804,1530 Disneyland Monrail System,Music,Anaheim,2019-03-08,Crossroads at House of Blues Anaheim,Brown Sabbath,Funk,19:00,
1805,1530 Disneyland Monrail System,,Anaheim,2019-03-08,Crossroads at House of Blues Anaheim,Brown Sabbath,,19:00,2
1806,"56-15 Northern Boulevard, Woodside",,New York,2019-03-02,La Boom,Americo,,19:00,1
1807,2891 University Avenue,Music,San Diego,2019-03-04,The Observatory North Park,Tuxedo,Pop,19:00,
1808,5500 Campanile Drive,Music,San Diego,2019-03-10,Cal Coast Credit Union Amphitheater,Vampire Weekend,Pop,18:00,
1809,2891 University Avenue,,San Diego,2019-03-13,The Observatory North Park,Aly And Aj,,18:30,4
1810,401 East Jefferson Street,,Phoenix,2019-03-01,Chase Field,Arizona Vs La Dodgers,,18:00,2
1811,"261 Driggs Avenue, Brooklyn",,New York,2019-03-05,Warsaw,Amber Run Brooklyn,,19:30,2
1812,100 California Drive,Music,Yountville,2019-03-06,Napa Valley Performing Arts Center,Todd Rundgren,Pop,18:00,
1813,100 California Drive,,Yountville,2019-03-06,Napa Valley Performing Arts Center,Todd Rundgren,,18:00,4
1814,"104 N. Ave 56, 2nd Floor",,Los Angeles,2019-03-02,Lodge Room,Bill Callahan,,20:30,1
1815,401 West Van Buren Street,Music,Phoenix,2019-03-03,The Van Buren,Anberlin,Rock,20:00,
1816,401 West Van Buren Street,Music,Phoenix,2019-03-03,The Van Buren,Tash Sultana,Rock,20:00,
1817,401 West Van Buren Street,Music,Phoenix,2019-03-03,The Van Buren,The Drums,Pop,19:30,
1818,401 West Van Buren Street,,Phoenix,2019-03-03,The Van Buren,Anberlin,,20:00,4
1819,123-01 Roosevelt Avenue,,New York,2019-03-13,Citi Field,Mets Vs Braves,,18:00,2
1820,625 Nelson Road,,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Fighting Irish,,18:00,4
1821,1 AMB Drive Northwest,Sports,Atlanta,2019-03-01,Mercedes-Benz Stadium,Falcons Vs Jaguars,American Football,20:00,
1822,1 AMB Drive Northwest,Sports,Atlanta,2019-03-01,Mercedes-Benz Stadium,Falcons Vs Redskins,American Football,18:30,
1823,755 Hank Aaron Drive Southeast,Sports,Atlanta,2019-03-01,Georgia State Stadium,Panthers Vs Mountaineers,Basketball,18:00,
1824,755 Hank Aaron Drive Southeast,Sports,Atlanta,2019-03-01,Georgia State Stadium,Panthers Vs Paladins,Basketball,20:30,
1825,177 North Avenue Northwest,Sports,Atlanta,2019-03-01,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,20:30,
1826,177 North Avenue Northwest,Sports,Atlanta,2019-03-01,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,18:30,
1827,1 AMB Drive Northwest,,Atlanta,2019-03-01,Mercedes-Benz Stadium,Falcons Vs Jaguars,,20:00,4
1828,1 Blue Jays Way,,Toronto,2019-03-13,Rogers Centre,Blue Jays Vs Astros,,18:30,2
1829,1 AMB Drive Northwest,Sports,Atlanta,2019-03-09,Mercedes-Benz Stadium,Falcons Vs Rams,American Football,18:30,
1830,1 AMB Drive Northwest,,Atlanta,2019-03-09,Mercedes-Benz Stadium,Falcons Vs Rams,,18:30,1
1831,170 Princes' Boulevard,Sports,Toronto,2019-03-09,BMO Field,Toronto Vs Ottawa,Football,20:30,
1832,170 Princes' Boulevard,,Toronto,2019-03-08,BMO Field,Toronto Fc Vs Crew,,20:30,3
1833,1111 South Figueroa Street,Sports,Los Angeles,2019-03-02,STAPLES Center,Sparks Vs Lynx,Basketball,20:00,
1834,3911 Figueroa Street,Sports,Los Angeles,2019-03-02,LA Memorial Coliseum,Trojans Vs Bulldogs,American Football,20:30,
1835,1000 Vin Scully Ave,,Los Angeles,2019-03-02,Dodger Stadium,Dodgers Vs Giants,,19:30,4
1836,123-01 Roosevelt Avenue,,New York,2019-03-02,Citi Field,Mets Vs Cubs,,19:30,4
1837,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-03,The Foundry,Don Broco,Rock,20:00,
1838,1200 Callowhill Street,Music,Philadelphia,2019-03-03,Underground Arts,Hot Water Music,Rock,18:30,
1839,29 East Allen Street,Music,Philadelphia,2019-03-03,The Fillmore Philadelphia,Lauv,Jazz,18:00,
1840,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-03,The Foundry,Lights,Electronica,20:30,
1841,1200 Callowhill Street,Music,Philadelphia,2019-03-03,Underground Arts,The Melvins,Rock,18:00,
1842,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-03,The Foundry,Don Broco,,20:00,4
1843,Town Hall Parade,Music,London,2019-03-01,Electric Brixton,Wallows,Rock,19:00,
1844,401 East Jefferson Street,,Phoenix,2019-03-13,Chase Field,Diamondbacks Vs Brewers,,18:00,1
1845,"56-15 Northern Boulevard, Woodside",,New York,2019-03-06,La Boom,Americo,,18:30,3
1846,2891 University Avenue,,San Diego,2019-03-13,The Observatory North Park,Fidlar,,20:00,3
1847,"56-15 Northern Boulevard, Woodside",,New York,2019-03-08,La Boom,Americo,,20:00,1
1848,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-09,The Foundry,Girl In Red,,18:00,2
1849,1517 21st Street,,Sacramento,2019-03-09,Holy Diver,Yunger,,20:00,2
1850,5500 Campanile Drive,,San Diego,2019-03-14,Cal Coast Credit Union Amphitheater,Jon Bellion,,19:30,1
1851,2367 Shattuck Avenue,Music,Berkeley,2019-03-04,Cornerstone Craft Beer & Live Music,Nattali Rize,Blues,19:30,
1852,3800 Montlake Boulevard Northeast,,Seattle,2019-03-05,Husky Stadium,Huskies Vs Cougars,,20:00,1
1853,1 AMB Drive Northwest,,Atlanta,2019-03-11,Mercedes-Benz Stadium,Falcons Vs Jaguars,,18:00,1
1854,625 Nelson Road,Sports,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Ducks,American Football,20:00,
1855,625 Nelson Road,,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Ducks,,20:00,4
1856,3 Bayview Avenue,Music,Belvedere,2019-03-12,St. Stephen's Episcopal Church,Chanticleer Concert,Classical,19:30,
1857,3 Bayview Avenue,,Belvedere,2019-03-12,St. Stephen's Episcopal Church,Chanticleer Concert,,19:30,2
1858,1 Blue Jays Way,Sports,Toronto,2019-03-04,Rogers Centre,Blue Jays Vs Astros,Baseball,19:30,
1859,1 Blue Jays Way,Sports,Toronto,2019-03-04,Rogers Centre,Blue Jays Vs Mariners,Baseball,18:30,
1860,1 Blue Jays Way,Sports,Toronto,2019-03-04,Rogers Centre,Blue Jays Vs Rangers,Baseball,20:30,
1861,1 Blue Jays Way,Sports,Toronto,2019-03-04,Rogers Centre,Blue Jays Vs Rays,Baseball,20:00,
1862,1 Blue Jays Way,,Toronto,2019-03-04,Rogers Centre,Blue Jays Vs Astros,,19:30,2
1863,29 East Allen Street,,Philadelphia,2019-03-12,The Fillmore Philadelphia,Conan Gray,,20:00,3
1864,"64 North 9th Street, Brooklyn",,New York,2019-03-06,Rough Trade NYC,Crooked Colours,,18:30,4
1865,448 South Main Street,,Los Angeles,2019-03-11,Regent Theater DTLA,Jordan Rakei,,20:30,3
1866,29 East Allen Street,,Philadelphia,2019-03-13,The Fillmore Philadelphia,Blueface,,18:00,3
1867,100 Potomac Avenue Southwest,,Washington D.C.,2019-03-03,Audi Field,Dc United Vs Revolution,,18:00,3
1868,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,Washington D.C.,2019-03-09,Family Theater,Freestyle Love Supreme,,18:00,3
1869,1844 Southwest Morrison Street,,Portland,2019-03-11,Providence Park,Timbers Vs Dc United,,18:00,2
1870,"261 Driggs Avenue, Brooklyn",Music,New York,2019-03-02,Warsaw,Russian Circles,Rock,19:00,
1871,"141 Prospect Park West, Brooklyn",Music,New York,2019-03-02,Prospect Park Bandshell,The National,Rock,18:00,
1872,89 South Street,Music,New York,2019-03-02,Pier 17,The Struts,Rock,18:00,
1873,"261 Driggs Avenue, Brooklyn",Music,New York,2019-03-02,Warsaw,Thee Oh Sees,Rock,18:30,
1874,"1 Tennis Place, Forest Hills",,New York,2019-03-02,Forest Hills Stadium,Jethro Tull,,18:30,1
1875,1100 Valley House Drive,Music,Rohnert Park,2019-03-12,SOMO Village Event Center,Billy Currington,Country,19:00,
1876,1100 Valley House Drive,,Rohnert Park,2019-03-12,SOMO Village Event Center,Billy Currington,,19:00,3
1877,123-01 Roosevelt Avenue,,New York,2019-03-02,Citi Field,Mets Vs Cubs,,19:30,2
1878,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-11,Lincoln Financial Field,Eagles Vs Cowboys,American Football,19:00,
1879,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-11,Lincoln Financial Field,Owls Vs Bison,American Football,18:30,
1880,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-11,Lincoln Financial Field,Owls Vs Huskies,American Football,19:00,
1881,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-11,Lincoln Financial Field,Owls Vs Knights,American Football,19:00,
1882,1 Citizens Bank Way,Sports,Philadelphia,2019-03-11,Citizens Bank Park,Phillies Vs Padres,Baseball,19:00,
1883,1 Citizens Bank Way,Sports,Philadelphia,2019-03-11,Citizens Bank Park,Phillies Vs Pirates,Baseball,19:00,
1884,1 Lincoln Financial Field Way,,Philadelphia,2019-03-11,Lincoln Financial Field,Eagles Vs Cowboys,,19:00,3
1885,2500 Durant Avenue,,Berkeley,2019-03-11,2500 Durant Ave,Berkeley World Music Festival,,18:30,1
1886,1 Blue Jays Way,,Toronto,2019-03-06,Rogers Centre,Blue Jays Vs Rangers,,20:00,2
1887,1100 Valley House Drive,,Rohnert Park,2019-03-05,SOMO Village Event Center,Aaron Lewis,,20:30,2
1888,1 Blue Jays Way,,Toronto,2019-03-13,Rogers Centre,Blue Jays Vs Astros,,18:30,4
1889,201 Van Ness Avenue,Music,San Francisco,2019-03-09,San Francisco Symphony,Carmina Burana,Classical,18:30,
1890,777 Valencia Street,Music,San Francisco,2019-03-09,The Chapel,Remo Drive,Pop,20:30,
1891,1 AMB Drive Northwest,,Atlanta,2019-03-09,Mercedes-Benz Stadium,Falcons Vs Rams,,18:30,2
1892,3 Bayview Avenue,Music,Belvedere,2019-03-11,St. Stephen's Episcopal Church,Chanticleer Concert,Classical,20:00,
1893,3 Bayview Avenue,,Belvedere,2019-03-11,St. Stephen's Episcopal Church,Chanticleer Concert,,20:00,2
1894,401 East Jefferson Street,Sports,Phoenix,2019-03-12,Chase Field,Diamondbacks Vs Orioles,Baseball,19:00,
1895,401 East Jefferson Street,Sports,Phoenix,2019-03-12,Chase Field,Diamondbacks Vs Rockies,Baseball,19:00,
1896,401 East Jefferson Street,,Phoenix,2019-03-12,Chase Field,Diamondbacks Vs Orioles,,19:00,2
1897,1 Blue Jays Way,Sports,Toronto,2019-03-14,Rogers Centre,Blue Jays Vs Braves,Baseball,20:00,
1898,1 Blue Jays Way,Sports,Toronto,2019-03-14,Rogers Centre,Blue Jays Vs Indians,Baseball,19:00,
1899,1 Blue Jays Way,Sports,Toronto,2019-03-14,Rogers Centre,Blue Jays Vs Orioles,Baseball,19:00,
1900,1 Blue Jays Way,Sports,Toronto,2019-03-14,Rogers Centre,Blue Jays Vs Rangers,Baseball,18:30,
1901,1 Blue Jays Way,Sports,Toronto,2019-03-14,Rogers Centre,Blue Jays Vs Yankees,Baseball,18:30,
1902,1 Blue Jays Way,,Toronto,2019-03-14,Rogers Centre,Blue Jays Vs Braves,,20:00,3
1903,401 East Jefferson Street,,Phoenix,2019-03-04,Chase Field,Diamondbacks Vs Cardinals,,20:30,2
1904,"261 Driggs Avenue, Brooklyn",,New York,2019-03-11,Warsaw,Amber Run Brooklyn,,18:30,2
1905,1000 Vin Scully Ave,,Los Angeles,2019-03-12,Dodger Stadium,Dodgers Vs Diamondbacks,,19:00,3
1906,500 Terry A Francois Boulevard Suite 73,,San Francisco,2019-03-11,Chase Center Experience,Cher,,20:00,2
1907,123-01 Roosevelt Avenue,Sports,New York,2019-03-12,Citi Field,Mets Vs Braves,Baseball,20:00,
1908,123-01 Roosevelt Avenue,Sports,New York,2019-03-12,Citi Field,Mets Vs Diamondbacks,Baseball,19:30,
1909,123-01 Roosevelt Avenue,Sports,New York,2019-03-12,Citi Field,Mets Vs Dodgers,Baseball,20:30,
1910,123-01 Roosevelt Avenue,Sports,New York,2019-03-12,Citi Field,Mets Vs Pirates,Baseball,18:00,
1911,1 East 161 Street,Sports,New York,2019-03-12,Yankee Stadium,Nycfc Vs Dynamo,Baseball,18:30,
1912,1 East 161 Street,Sports,New York,2019-03-12,Yankee Stadium,Nycfc Vs Timbers,Baseball,18:30,
1913,1 East 161 Street,Sports,New York,2019-03-12,Yankee Stadium,Revolution Vs Nycfc,Baseball,20:00,
1914,1 East 161 Street,Sports,New York,2019-03-12,Yankee Stadium,Yankees Vs Angels,Baseball,18:00,
1915,1 East 161 Street,Sports,New York,2019-03-12,Yankee Stadium,Yankees Vs Orioles,Baseball,18:00,
1916,123-01 Roosevelt Avenue,,New York,2019-03-12,Citi Field,Mets Vs Braves,,20:00,1
1917,123-01 Roosevelt Avenue,,New York,2019-03-10,Citi Field,Mets Vs Diamondbacks,,19:00,1
1918,2000 East Gene Autry Way,Sports,Anaheim,2019-03-08,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,20:30,
1919,2000 East Gene Autry Way,Sports,Anaheim,2019-03-08,Angel Stadium of Anaheim,Angels Vs Red Sox,Baseball,18:00,
1920,2000 East Gene Autry Way,Sports,Anaheim,2019-03-08,Angel Stadium of Anaheim,Angels Vs Tigers,Baseball,19:00,
1921,2000 East Gene Autry Way,Sports,Anaheim,2019-03-08,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,20:00,
1922,1530 Disneyland Monrail System,,Anaheim,2019-03-08,Crossroads at House of Blues Anaheim,Brown Sabbath,,19:00,3
1923,5500 Campanile Drive,,San Diego,2019-03-07,Cal Coast Credit Union Amphitheater,Greta Van Fleet,,19:00,2
1924,"52-19 Flushing Avenue, Maspeth",,New York,2019-03-07,Knockdown Center,Blowout Music Festival,,19:00,3
1925,2901 East Hastings Street,,Vancouver,2019-03-08,PNE Amphitheatre,Zz Top,,20:00,2
1926,123-01 Roosevelt Avenue,,New York,2019-03-08,Citi Field,Mets Vs Indians,,19:30,3
1927,401 West Van Buren Street,,Phoenix,2019-03-10,The Van Buren,Anberlin,,19:30,4
1928,178 Junction Road,,London,2019-03-13,Boston Music Room,Crystal Lake,,20:30,3
1929,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Washington D.C.,2019-03-11,Union Stage,Carbon Leaf,,19:00,2
1930,1280 Peachtree Street Northeast,Music,Atlanta,2019-03-07,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:30,
1931,1280 Peachtree Street Northeast,,Atlanta,2019-03-07,Atlanta Symphony Orchestra,Kirk Franklin,,19:30,1
1932,2000 East Gene Autry Way,,Anaheim,2019-03-06,Angel Stadium of Anaheim,Angels Vs Astros,,19:30,1
1933,5500 Campanile Drive,Music,San Diego,2019-03-02,Cal Coast Credit Union Amphitheater,Zz Top,Blues,18:00,
1934,5500 Campanile Drive,,San Diego,2019-03-02,Cal Coast Credit Union Amphitheater,Zz Top,,18:00,3
1935,201 Van Ness Avenue,,San Francisco,2019-03-12,San Francisco Symphony,Carmina Burana,,20:30,3
1936,1600 Garden Highway,,Sacramento,2019-03-10,Discovery Park,Aftershock Festival,,19:30,2
1937,"1 Tennis Place, Forest Hills",,New York,2019-03-11,Forest Hills Stadium,Chemical Brothers,,20:00,3
1938,2000 East Gene Autry Way,Sports,Anaheim,2019-03-04,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,20:00,
1939,2000 East Gene Autry Way,Sports,Anaheim,2019-03-04,Angel Stadium of Anaheim,La Angels Vs Houston,Baseball,20:30,
1940,2000 East Gene Autry Way,,Anaheim,2019-03-08,Angel Stadium of Anaheim,Angels Vs Red Sox,,18:00,2
1941,1000 Vin Scully Ave,,Los Angeles,2019-03-12,Dodger Stadium,Dodgers Vs Cubs,,20:30,1
1942,235 West 46th Street,Music,New York,2019-03-03,Sony Hall,Panteon Rococo,Rock,18:30,
1943,89 South Street,Music,New York,2019-03-03,Pier 17,Squeeze,Rock,18:30,
1944,"141 Prospect Park West, Brooklyn",Music,New York,2019-03-03,Prospect Park Bandshell,The National,Rock,18:30,
1945,"261 Driggs Avenue, Brooklyn",Music,New York,2019-03-03,Warsaw,Thee Oh Sees,Rock,18:00,
1946,89 South Street,,New York,2019-03-03,Pier 17,Squeeze,,18:30,2
1947,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,2019-03-05,Union Stage,Carbon Leaf,Blues,20:00,
1948,3870 Montlake Boulevard Northeast,Sports,Seattle,2019-03-01,Alaska Airlines Arena,Seattle Vs Atlanta,Basketball,20:30,
1949,401 East Jefferson Street,Sports,Phoenix,2019-03-02,Chase Field,Diamondbacks Vs Brewers,Baseball,18:00,
1950,401 East Jefferson Street,Sports,Phoenix,2019-03-02,Chase Field,Diamondbacks Vs Cardinals,Baseball,20:00,
1951,401 East Jefferson Street,Sports,Phoenix,2019-03-02,Chase Field,Diamondbacks Vs Dodgers,Baseball,20:30,
1952,401 East Jefferson Street,Sports,Phoenix,2019-03-02,Chase Field,Diamondbacks Vs Giants,Baseball,18:00,
1953,1060 West Addison Street,Sports,Chicago,2019-03-04,Wrigley Field,Cubs Vs Padres,Baseball,20:00,
1954,401 West Van Buren Street,Music,Phoenix,2019-03-12,The Van Buren,Tash Sultana,Rock,19:30,
1955,130 North Central Avenue,Music,Phoenix,2019-03-12,Valley Bar,The Chats,Rock,20:30,
1956,1 AMB Drive Northwest,Sports,Atlanta,2019-03-04,Mercedes-Benz Stadium,United Vs Earthquakes,Football,20:30,
1957,1 AMB Drive Northwest,Sports,Atlanta,2019-03-04,Mercedes-Benz Stadium,United Vs Red Bulls,Football,20:30,
1958,177 North Avenue Northwest,Sports,Atlanta,2019-03-04,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Bulls,American Football,20:00,
1959,177 North Avenue Northwest,Sports,Atlanta,2019-03-04,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,18:30,
1960,2400 East Capitol Street Southeast,Sports,Washington D.C.,2019-03-08,RFK Stadium,El Salvador Vs Haiti,Football,18:00,
1961,1250 1st Avenue South,,Seattle,2019-03-06,T-Mobile Park,Mariners Vs Rays,,20:00,1
1962,1 Lincoln Financial Field Way,,Philadelphia,2019-03-07,Lincoln Financial Field,Owls Vs Tigers,,19:00,3
1963,1000 Vin Scully Ave,,Los Angeles,2019-03-08,Dodger Stadium,Dodgers Vs Marlins,,19:30,1
1964,2901 East Hastings Street,,Vancouver,2019-03-10,PNE Amphitheatre,Zz Top,,20:00,2
1965,2901 East Hastings Street,,Vancouver,2019-03-14,PNE Amphitheatre,Styx,,18:00,1
1966,401 East Jefferson Street,,Phoenix,2019-03-13,Chase Field,Diamondbacks Vs Brewers,,18:00,2
1967,400 East Shoreline Drive,,Long Beach,2019-03-03,Rainbow Lagoon Park,Long Beach Jazz Festival,,19:30,1
1968,2891 University Avenue,,San Diego,2019-03-09,The Observatory North Park,Psychedelic Furs,,19:30,4
1969,333 West 35th Street,,Chicago,2019-03-11,Guaranteed Rate Field,White Sox Vs Astros,,18:00,1
1970,123-01 Roosevelt Avenue,,New York,2019-03-14,Citi Field,Mets Vs Phillies,,20:30,4
1971,1250 1st Avenue South,,Seattle,2019-03-04,T-Mobile Park,Seattle Vs La Angels,,20:00,2
1972,1 Lincoln Financial Field Way,,Philadelphia,2019-03-07,Lincoln Financial Field,Owls Vs Yellow Jackets,,19:30,3
1973,1145 Coleman Avenue,,San Jose,2019-03-05,Avaya Stadium,Cruz Azul Vs Atlas,,19:00,2
1974,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,New York,2019-03-03,BAM Howard Gilman Opera House,Madonna Brooklyn,,20:00,1
1975,2891 University Avenue,,San Diego,2019-03-13,The Observatory North Park,Tuxedo,,18:00,3
1976,420 Mason Street,,San Francisco,2019-03-11,August Hall,Matt Corby,,19:00,3
1977,Kennington Oval,,London,2019-03-02,The Oval,India Vs Australia,,19:30,1
1978,755 Hank Aaron Drive Southeast,,Atlanta,2019-03-06,Georgia State Stadium,Panthers Vs Paladins,,19:30,4
1979,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-12,The Foundry,Lights,,18:00,2
1980,3939 South Figueroa Street,,Los Angeles,2019-03-04,Banc of California Stadium,Lafc Vs Atlanta United,,19:30,4
1981,1016-1098 North Center Court Street,,Portland,2019-03-07,Theater Of The Clouds,Hozier,,18:00,2
1982,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-03,The Foundry,Lights,,20:30,1
1983,123-01 Roosevelt Avenue,,New York,2019-03-12,Citi Field,Mets Vs Braves,,20:00,3
1984,3939 South Figueroa Street,,Los Angeles,2019-03-08,Banc of California Stadium,Lafc Vs Rapids,,20:00,2
1985,333 West 35th Street,,Chicago,2019-03-06,Guaranteed Rate Field,White Sox Vs Twins,,20:00,4
1986,3911 Figueroa Street,,Los Angeles,2019-03-04,LA Memorial Coliseum,Usc Vs Utah,,20:30,3
1987,1000 Vin Scully Ave,,Los Angeles,2019-03-02,Dodger Stadium,Dodgers Vs Diamondbacks,,20:00,1
1988,"141 Prospect Park West, Brooklyn",,New York,2019-03-03,Prospect Park Bandshell,The National,,18:30,1
1989,235 West 46th Street,,New York,2019-03-13,Sony Hall,Panteon Rococo,,20:30,4
1990,448 South Main Street,,Los Angeles,2019-03-13,Regent Theater DTLA,The Acid,,19:30,4
1991,1 AMB Drive Northwest,,Atlanta,2019-03-09,Mercedes-Benz Stadium,Falcons Vs Rams,,18:30,3
1992,1280 Peachtree Street Northeast,,Atlanta,2019-03-01,Atlanta Symphony Orchestra,Emmylou Harris,,18:00,3
1993,123-01 Roosevelt Avenue,,New York,2019-03-09,Citi Field,Mets Vs Indians,,20:00,2
1994,2901 East Hastings Street,,Vancouver,2019-03-02,PNE Amphitheatre,Colin James,,19:00,4
1995,3608 33rd Street,,New York,2019-03-11,Melrose Ballroom,Esscalation Music Festival,,18:30,1
1996,177 North Avenue Northwest,,Atlanta,2019-03-11,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,,20:00,4
1997,1517 21st Street,,Sacramento,2019-03-04,Holy Diver,Yunger,,19:00,3
1998,1145 Coleman Avenue,,San Jose,2019-03-01,Avaya Stadium,Cruz Azul Vs Atlas,,19:00,1
1999,1 AMB Drive Northwest,,Atlanta,2019-03-07,Mercedes-Benz Stadium,Falcons Vs Jaguars,,20:30,4
2000,1 AMB Drive Northwest,,Atlanta,2019-03-02,Mercedes-Benz Stadium,Falcons Vs Rams,,19:30,3
2001,2000 East Gene Autry Way,,Anaheim,2019-03-09,Angel Stadium of Anaheim,Angels Vs Tigers,,19:30,1
2002,1530 Disneyland Monrail System,,Anaheim,2019-03-06,Crossroads at House of Blues Anaheim,Brown Sabbath,,20:00,4
2003,1 Citizens Bank Way,,Philadelphia,2019-03-01,Citizens Bank Park,Phillies Vs Braves,,19:30,1
2004,1 East 161 Street,,New York,2019-03-02,Yankee Stadium,Yankees Vs Angels,,18:00,3
