,airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
1163,Alaska Airlines,False,2019-03-03,LAX International Airport,Los Angeles,Economy,0,0,Seattle-Tacoma International Airport,Seattle,13:57,11:10,1,244,16:32,13:45,2019-03-06
1164,American Airlines,False,2019-03-03,LAX International Airport,Los Angeles,Economy,0,0,Seattle-Tacoma International Airport,Seattle,16:27,13:40,1,257,20:42,17:55,2019-03-06
1165,Delta Airlines,False,2019-03-03,LAX International Airport,Los Angeles,Economy,0,1,Seattle-Tacoma International Airport,Seattle,17:30,13:25,1,348,20:32,17:45,2019-03-06
1166,Southwest Airlines,False,2019-03-03,LAX International Airport,Los Angeles,Economy,0,1,Seattle-Tacoma International Airport,Seattle,19:25,15:05,1,385,15:32,12:45,2019-03-06
1167,United Airlines,True,2019-03-03,LAX International Airport,Los Angeles,Economy,0,0,Seattle-Tacoma International Airport,Seattle,13:32,10:45,1,270,01:17,22:30,2019-03-06
1168,Southwest Airlines,True,2019-03-01,JFK International Airport,New York,Economy,0,1,Seattle-Tacoma International Airport,Seattle,04:01,15:05,1,629,12:06,06:25,2019-03-06
1169,United Airlines,True,2019-03-01,JFK International Airport,New York,Economy,0,1,Seattle-Tacoma International Airport,Seattle,22:05,10:35,1,536,00:33,19:40,2019-03-06
1170,Southwest Airlines,True,2019-03-01,JFK International Airport,New York,Economy,0,1,Seattle-Tacoma International Airport,Seattle,04:01,15:05,2,629,12:06,06:25,2019-03-06
1171,United Airlines,True,2019-03-01,JFK International Airport,New York,Economy,0,1,Seattle-Tacoma International Airport,Seattle,22:05,10:35,2,536,00:33,19:40,2019-03-06
1172,American Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,1,Dulles International Airport,Washington,19:38,18:40,1,314,14:40,09:40,2019-03-10
1173,Delta Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,1,Dulles International Airport,Washington,05:18,04:20,1,290,20:50,16:05,2019-03-10
1174,Southwest Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,Dulles International Airport,Washington,19:08,18:10,1,235,15:58,13:00,2019-03-10
1175,United Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,Dulles International Airport,Washington,21:08,20:10,1,193,15:38,12:40,2019-03-10
1176,Delta Airlines,True,2019-03-01,Charles de Gaulle International Airport,Paris,Economy,0,1,Dulles International Airport,Washington,14:22,17:55,1,608,14:40,09:15,2019-03-04
1177,Delta Airlines,True,2019-03-02,KLIA International Airport,Kuala Lumpur,Economy,0,1,Seattle-Tacoma International Airport,Seattle,15:38,08:00,1,699,01:17,17:15,2019-03-06
1178,United Airlines,True,2019-03-02,JFK International Airport,New York,Economy,0,1,Seattle-Tacoma International Airport,Seattle,22:05,10:35,1,564,00:33,19:40,2019-03-11
1179,American Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,1,McCarran International Airport,Las Vegas,17:50,13:05,1,420,11:24,07:05,2019-03-13
1180,Delta Airlines,True,2019-03-03,PDX International Airport,Portland,Economy,0,1,McCarran International Airport,Las Vegas,00:58,20:30,1,417,23:20,19:30,2019-03-13
1181,Southwest Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,1,McCarran International Airport,Las Vegas,17:58,13:20,1,416,13:55,09:20,2019-03-13
1182,American Airlines,True,2019-03-01,LAX International Airport,Los Angeles,Economy,0,0,Dulles International Airport,Washington,19:10,16:25,1,363,07:00,22:15,2019-03-10
1183,Delta Airlines,True,2019-03-01,LAX International Airport,Los Angeles,Economy,0,1,Dulles International Airport,Washington,22:20,17:55,1,439,00:20,15:35,2019-03-10
1184,Southwest Airlines,False,2019-03-01,LAX International Airport,Los Angeles,Economy,0,1,Dulles International Airport,Washington,13:32,07:55,1,610,14:40,04:05,2019-03-10
1185,United Airlines,False,2019-03-01,LAX International Airport,Los Angeles,Economy,0,0,Dulles International Airport,Washington,22:35,19:50,1,361,17:10,08:25,2019-03-10
1186,United Airlines,True,2019-03-01,PHL International Airport,Philadelphia,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,08:46,04:20,1,354,00:52,19:55,2019-03-04
1187,American Airlines,True,2019-03-02,Charles de Gaulle International Airport,Paris,Premium Economy,0,1,Dulles International Airport,Washington,01:12,04:10,1,1009,08:25,03:00,2019-03-11
1188,United Airlines,True,2019-03-02,Charles de Gaulle International Airport,Paris,Premium Economy,0,1,Dulles International Airport,Washington,01:12,05:05,1,1036,15:38,04:50,2019-03-11
1189,United Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,Seattle-Tacoma International Airport,Seattle,11:34,10:45,1,756,16:30,09:30,2019-03-10
1190,Alaska Airlines,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,0,LAX International Airport,Los Angeles,16:32,13:45,1,274,13:57,11:10,2019-03-05
1191,American Airlines,True,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,LAX International Airport,Los Angeles,20:42,17:55,1,317,00:30,19:50,2019-03-05
1192,Delta Airlines,True,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,LAX International Airport,Los Angeles,20:32,17:45,1,313,00:30,20:25,2019-03-05
1193,Southwest Airlines,False,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,1,LAX International Airport,Los Angeles,15:32,12:45,1,348,19:25,15:05,2019-03-05
1194,United Airlines,True,2019-03-01,Seattle-Tacoma International Airport,Seattle,Economy,0,0,LAX International Airport,Los Angeles,01:17,22:30,1,261,13:32,10:45,2019-03-05
1195,American Airlines,True,2019-03-01,Charles de Gaulle International Airport,Paris,Economy,0,1,PHL International Airport,Philadelphia,14:22,20:45,1,562,08:46,03:00,2019-03-14
1196,American Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,Dulles International Airport,Washington,01:12,04:10,1,634,08:25,03:00,2019-03-08
1197,Delta Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,Dulles International Airport,Washington,14:22,17:55,1,557,15:20,09:15,2019-03-08
1198,United Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,Dulles International Airport,Washington,01:12,05:05,1,622,15:38,04:50,2019-03-08
1199,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,21:36,20:45,1,113,08:46,07:55,2019-03-11
1200,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,1,103,07:11,06:20,2019-03-11
1201,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,1,113,21:11,20:20,2019-03-11
1202,United Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,20:46,19:55,1,115,21:26,20:35,2019-03-11
1203,American Airlines,True,2019-03-08,JFK International Airport,New York,Economy,0,1,Indira Gandhi International Airport,Delhi,20:05,07:00,1,593,08:10,12:35,2019-03-14
1204,United Airlines,True,2019-03-08,JFK International Airport,New York,Economy,0,0,Indira Gandhi International Airport,Delhi,20:50,21:15,1,474,04:40,09:05,2019-03-14
1205,Delta Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,1,McCarran International Airport,Las Vegas,12:39,10:10,3,215,23:20,22:10,2019-03-14
1206,American Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,08:25,06:50,1,191,07:00,05:25,2019-03-12
1207,American Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,PHL International Airport,Philadelphia,01:12,08:45,1,586,08:46,03:00,2019-03-05
1208,American Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,08:02,05:00,1,788,12:41,02:00,2019-03-12
1209,Delta Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,22:17,19:55,1,242,15:47,13:25,2019-03-13
1210,American Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,14:32,12:25,1,223,11:37,09:30,2019-03-09
1211,Delta Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,SFO International Airport,San Francisco,15:58,11:45,1,305,22:02,19:55,2019-03-09
1212,Southwest Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,16:07,14:00,1,219,13:17,11:10,2019-03-09
1213,United Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,06:22,04:15,1,221,11:47,09:40,2019-03-09
1214,American Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,14:32,12:25,4,223,11:37,09:30,2019-03-09
1215,Delta Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,SFO International Airport,San Francisco,15:58,11:45,4,305,22:02,19:55,2019-03-09
1216,Delta Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,1,O'Hare International Airport,Chicago,08:02,11:30,1,611,13:49,09:20,2019-03-04
1217,American Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,0,JFK International Airport,New York,08:02,19:40,1,442,06:22,02:00,2019-03-05
1218,Delta Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,0,JFK International Airport,New York,05:52,17:30,1,452,20:22,16:00,2019-03-05
1219,United Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,0,JFK International Airport,New York,21:07,08:45,1,437,02:57,22:35,2019-03-05
1220,Alaska Airlines,True,2019-03-02,PDX International Airport,Portland,Economy,0,0,SAN International Airport,San Diego,15:59,13:15,1,264,02:19,23:35,2019-03-11
1221,American Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,1,SAN International Airport,San Diego,19:34,16:50,1,338,21:20,16:45,2019-03-11
1222,Delta Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,1,SAN International Airport,San Diego,16:13,12:25,1,337,18:04,15:20,2019-03-11
1223,Southwest Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,1,SAN International Airport,San Diego,15:28,11:35,1,328,07:04,04:20,2019-03-11
1224,United Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,0,SAN International Airport,San Diego,07:44,05:00,1,240,18:29,15:45,2019-03-11
1225,American Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,08:34,18:30,3,571,12:37,02:00,2019-03-10
1226,United Airlines,False,2019-03-02,Heathrow International Airport,London,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,21:07,06:05,3,663,19:41,09:30,2019-03-10
1227,Delta Airlines,True,2019-03-01,LAX International Airport,Los Angeles,Economy,0,0,Kingsford Smith International Airport,Sydney,05:22,15:55,1,386,16:02,16:35,2019-03-05
1228,United Airlines,True,2019-03-01,LAX International Airport,Los Angeles,Economy,0,1,Kingsford Smith International Airport,Sydney,19:25,23:55,1,492,08:17,08:50,2019-03-05
1229,American Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,O'Hare International Airport,Chicago,11:38,08:25,1,638,15:16,12:20,2019-03-07
1230,Delta Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,O'Hare International Airport,Chicago,14:22,16:05,1,531,08:51,05:55,2019-03-07
1231,United Airlines,True,2019-03-03,Charles de Gaulle International Airport,Paris,Economy,0,1,O'Hare International Airport,Chicago,09:46,16:50,1,626,13:47,01:30,2019-03-07
1232,American Airlines,True,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,O'Hare International Airport,Chicago,01:02,22:30,1,327,11:52,05:20,2019-03-06
1233,Delta Airlines,True,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,O'Hare International Airport,Chicago,00:15,16:05,1,478,16:37,10:05,2019-03-06
1234,Southwest Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,O'Hare International Airport,Chicago,09:17,06:45,1,473,23:05,12:45,2019-03-06
1235,United Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,O'Hare International Airport,Chicago,13:32,07:45,1,590,19:26,09:25,2019-03-06
1236,United Airlines,True,2019-03-02,JFK International Airport,New York,Economy,0,1,Heathrow International Airport,London,02:57,22:35,1,551,10:54,18:45,2019-03-13
1237,United Airlines,True,2019-03-04,Kingsford Smith International Airport,Sydney,Economy,0,1,Sky Harbor International Airport,Phoenix,12:11,09:40,1,638,16:07,23:55,2019-03-10
1238,Delta Airlines,True,2019-03-02,Kingsford Smith International Airport,Sydney,Premium Economy,0,1,McCarran International Airport,Las Vegas,23:31,20:30,1,925,10:00,15:55,2019-03-11
1239,United Airlines,True,2019-03-02,Kingsford Smith International Airport,Sydney,Premium Economy,0,1,McCarran International Airport,Las Vegas,16:02,13:40,1,892,18:10,23:55,2019-03-11
1240,American Airlines,False,2019-03-02,Sky Harbor International Airport,Phoenix,Premium Economy,0,0,PDX International Airport,Portland,10:00,07:05,1,446,13:40,10:45,2019-03-14
1241,Delta Airlines,True,2019-03-03,Toronto Pearson International Airport,Toronto,Economy,0,1,LAX International Airport,Los Angeles,00:48,10:05,3,443,21:14,18:45,2019-03-12
1242,United Airlines,False,2019-03-03,Toronto Pearson International Airport,Toronto,Economy,0,1,LAX International Airport,Los Angeles,18:33,06:15,3,564,22:35,16:10,2019-03-12
1243,American Airlines,True,2019-03-05,Indira Gandhi International Airport,Delhi,Economy,0,0,SFO International Airport,San Francisco,09:22,06:30,1,531,08:32,07:40,2019-03-14
1244,United Airlines,True,2019-03-05,Indira Gandhi International Airport,Delhi,Economy,0,1,SFO International Airport,San Francisco,10:57,08:05,1,612,18:55,15:55,2019-03-14
1245,American Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,SFO International Airport,San Francisco,14:26,05:00,1,391,12:41,09:15,2019-03-12
1246,Delta Airlines,True,2019-03-03,JFK International Airport,New York,Economy,0,0,SFO International Airport,San Francisco,04:01,18:35,1,397,22:06,18:40,2019-03-12
1247,Southwest Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,1,SFO International Airport,San Francisco,15:00,04:00,1,487,09:51,06:25,2019-03-12
1248,United Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,1,SFO International Airport,San Francisco,15:56,06:30,1,481,22:35,17:10,2019-03-12
1249,American Airlines,False,2019-03-03,Toronto Pearson International Airport,Toronto,Economy,0,0,O'Hare International Airport,Chicago,06:43,04:05,2,177,11:23,10:45,2019-03-05
1250,Delta Airlines,True,2019-03-01,Charles de Gaulle International Airport,Paris,Economy,0,1,SFO International Airport,San Francisco,11:38,13:30,1,689,18:26,09:15,2019-03-13
1251,American Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,PHL International Airport,Philadelphia,10:17,20:45,1,526,08:46,02:00,2019-03-12
1252,Delta Airlines,False,2019-03-01,Heathrow International Airport,London,Economy,0,1,PHL International Airport,Philadelphia,21:07,04:20,1,522,21:26,16:00,2019-03-12
1253,United Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,PHL International Airport,Philadelphia,10:17,19:55,1,593,19:46,09:30,2019-03-12
1254,American Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,PHL International Airport,Philadelphia,10:17,20:45,4,559,08:46,02:00,2019-03-03
1255,Delta Airlines,False,2019-03-01,Heathrow International Airport,London,Economy,0,1,PHL International Airport,Philadelphia,21:07,04:20,4,552,21:26,16:00,2019-03-03
1256,United Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,PHL International Airport,Philadelphia,10:17,19:55,4,632,18:16,09:30,2019-03-03
1257,American Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,08:02,05:00,1,823,12:41,02:00,2019-03-12
1258,United Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,08:02,06:30,1,794,22:07,09:30,2019-03-12
