,address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
2786,4656 Quigg Drive,,False,3,3,True,707-537-9866,Behringer Harvard,4050,2019-03-14
2787,1731 Pine Street,Concord,False,3,4,True,925-969-0096,Vasona Management,4800,
2788,1530 Adelaide Street,Concord,False,3,4,True,925-682-2386,Woodhaven Apartments,5100,
2789,1711 Detroit Avenue,,False,3,4,True,925-686-6868,Courtyard Apartments,4700,2019-03-01
2790,1265 Pacific Avenue # 3,Santa Rosa,False,2,2,True,707-579-0787,Pacific Garden Apartments,2800,
2791,1 Kashmir Drive,Santa Rosa,False,1,2,True,707-539-1109,Santa Rosa Garden Apartments,2850,
2792,2601 McBride Lane,Santa Rosa,False,2,2,True,707-525-8145,Villa Creek Apartments,2950,
2793,4656 Quigg Drive,,False,2,2,True,707-537-9866,Behringer Harvard,3050,2019-03-12
2794,300 Hilary Way,,False,2,3,True,707-552-2745,Fountain Plaza Apartments,3850,2019-03-02
2795,55 Fairfax Street #27,San Rafael,False,1,1,True,415-453-5531,Casa Vista Apartments,1550,
2796,201 D Street,San Rafael,False,1,1,False,415-720-6977,Franciscan Manor,1700,
2797,30 Novato Street,San Rafael,False,1,1,True,415-457-5359,Sommerhill Townhomes,1650,
2798,55 Fairfax Street #27,,False,1,1,True,415-453-5531,Casa Vista Apartments,1550,2019-03-06
2799,34050 Westchester Terrace,,False,2,3,True,510-794-9981,Amber Court,3500,2019-03-14
2800,1000 Claudia Court,,False,2,3,True,925-754-7671,Casa Blanca Apartments,3550,2019-03-08
2801,5000 Owens Drive,Pleasanton,False,1,1,True,925-847-8844,Hacienda Commons Apartments,2000,
2802,4031 Stanley Boulevard # 112,Pleasanton,False,1,1,True,925-462-6180,Stanley Junction Senior Apartments,1800,
2803,5000 Owens Drive,,False,1,1,True,925-847-8844,Hacienda Commons Apartments,2000,2019-03-12
2804,17055 Creekside Cir,Morgan Hill,False,3,3,False,408-778-1482,Creekside Village,4100,
2805,16530 Monterey Road,Morgan Hill,False,3,3,False,408-779-1004,Jasmine Square Apartments,4100,
2806,15927 Village Way,Morgan Hill,False,2,3,False,316-200-5126,La Crosse Village Apartments,3900,
2807,260 Berry Court # 14,Morgan Hill,False,3,3,False,408-776-9877,Villa Teresa Apartments,4250,
2808,16530 Monterey Road,,False,3,3,False,408-779-1004,Jasmine Square Apartments,4100,2019-03-09
2809,3400 Richmond Parkway,,True,1,2,False,510-662-6726,Bella Vista At Hilltop,2750,2019-03-09
2810,302 Easy Street,,True,2,2,True,650-968-3830,Chateau Apartments,2800,2019-03-04
2811,1000 Blossom River Way,,True,3,4,False,408-979-9442,Blossom River Apartments,4700,2019-03-07
2812,31755 Alvarado Boulevard,Union City,False,1,2,True,510-471-1272,Adrienne Village Apartments,2850,
2813,1501 Decoto Road,Union City,False,2,2,True,510-487-2733,Parkside Apartments,2900,
2814,31755 Alvarado Boulevard,,False,1,2,True,510-471-1272,Adrienne Village Apartments,2850,2019-03-10
2815,530 Carter Street,San Francisco,False,1,1,True,415-584-4800,Carter Terrace,1750,
2816,296A Addison Street,San Francisco,False,1,1,True,415-334-2698,Diamond View Apartments,1700,
2817,140 Cashmere Street,San Francisco,False,1,1,True,415-821-7440,Ridgeview Terrace Townhouses,2000,
2818,2238 Hyde Street,San Francisco,False,1,1,True,415-341-3098,View Tower Suites,1750,
2819,296A Addison Street,,False,1,1,True,415-334-2698,Diamond View Apartments,1700,2019-03-05
2820,978 Almaden Lake Drive,,False,2,2,True,408-323-8020,Almaden Lake Apartments,3100,2019-03-11
2821,601 River Glen Drive,,False,2,3,True,707-253-0288,Glen View Apartments,3500,2019-03-14
2822,2005 San Jose Drive,Antioch,False,1,1,True,925-757-1250,Baywoods Apartment Homes,1500,
2823,4900 Canada Valley Road,Antioch,False,1,1,True,925-754-2900,Bella Rose Apartments,1900,
2824,1000 Claudia Court,Antioch,False,1,1,True,925-754-7671,Casa Blanca Apartments,1700,
2825,600 Wilbur Avenue,Antioch,False,1,1,False,925-779-0601,Lakeshore Apartments,1800,
2826,2800 Gentrytown Drive,Antioch,False,1,1,True,925-754-1910,Parkview Village Apartments,2000,
2827,2201 San Jose Drive,Antioch,False,1,1,True,925-779-9999,Runaway Bay,1850,
2828,3101 Buchanan Road,Antioch,False,1,1,False,925-754-5455,Summerwood Apartments,1800,
2829,2005 San Jose Drive,,False,1,1,True,925-757-1250,Baywoods Apartment Homes,1500,2019-03-04
2830,42 Charles Street,Cotati,False,2,3,False,707-795-3722,Charles Street Village,3700,
2831,539 West Sierra Avenue # 1,Cotati,False,2,3,False,707-664-0811,Vineyard Meadows Apartments,3550,
2832,160 Wilford Lane,Cotati,False,3,3,False,707-793-8454,Wilford Lane Apartments,4250,
2833,42 Charles Street,,False,2,3,False,707-795-3722,Charles Street Village,3700,2019-03-06
2834,1717 California Drive,,True,2,3,False,707-448-7036,Rose Garden Senior Apartments,4000,2019-03-12
2835,1288 East Hillsdale Boulevard,Foster City,False,1,1,True,844-334-0618,Miramar Apartments,2000,
2836,300 Timberhead Lane,Foster City,False,1,1,False,650-572-0540,Schooner Bay Apartment Homes,1600,
2837,1200 East Hillsdale Boulevard,Foster City,False,1,1,True,650-532-9425,Water'S Edge,1650,
2838,1200 East Hillsdale Boulevard,,False,1,1,True,650-532-9425,Water'S Edge,1650,2019-03-07
2839,1435 Creekside Drive,,False,2,2,True,925-935-4614,Creekside Glen Apartments,2700,2019-03-08
2840,801 Marine Parkway,,False,2,2,True,650-593-4300,Indian Creek,3000,2019-03-04
2841,825 Russell Avenue,,True,2,3,False,707-577-0262,Bicentennial Apartments,3700,2019-03-04
2842,718 Old San Francisco Road,Sunnyvale,True,1,1,False,408-736-1600,Renaissance Apartment Homes,1700,
2843,235 South Bernardo Avenue,Sunnyvale,True,1,1,False,866-684-3427,Shadowbrook Apartments,1500,
2844,1055 East Evelyn Avenue,,True,1,1,True,408-296-8006,Evelyn Gardens,1650,2019-03-14
2845,24660 Amador Street,,False,2,2,True,510-849-6628,Amador Apartments,3100,2019-03-12
2846,91 Riverview Terrace,Benicia,False,3,4,False,707-745-6522,Burgess Point Apartments,5000,
2847,91 Riverview Terrace,,False,3,4,False,707-745-6522,Burgess Point Apartments,5000,2019-03-01
2848,1001 Beethoven Common,,False,3,4,True,510-797-1800,Alborada Apartments,4700,2019-03-11
2849,100 Chilpancingo Parkway,Pleasant Hill,True,3,3,True,925-686-4000,Bridge Grayson Creek Associates,4150,
2850,630 Tempe Court,Pleasant Hill,True,3,3,True,925-825-1220,Camelback North Apartments,4300,
2851,630 Tempe Court,,True,3,3,True,925-825-1220,Camelback North Apartments,4300,2019-03-13
2852,1475 167th Avenue,,False,3,3,False,510-962-8120,Bermuda Garden Apartments,4100,2019-03-09
2853,5643 Charlotte Way,,False,3,3,True,925-371-0905,Acacia Capital Cor-Ironwood Ap,4050,2019-03-13
2854,1580 Clayton Road # 1,,True,2,2,True,925-827-3700,Casa Pino Condos,3200,2019-03-07
2855,959 Stewart Drive,Sunnyvale,True,1,2,False,866-492-4478,Stewart Village Apartment Homes,2750,
2856,140 Locksunart Way,Sunnyvale,True,1,2,False,408-739-8593,Villa Camino Apartments,2850,
2857,655 South Fair Oaks Avenue,,True,1,2,False,866-829-7835,Spruce Apartments,2850,2019-03-10
2858,1209 Ayala Drive,Sunnyvale,False,3,4,True,650-961-6696,Palm Villa Apartments,4850,
2859,355 North Wolfe Road,Sunnyvale,True,3,4,True,408-736-4963,Parkside Apartments,5000,
2860,1166 Sunnyvale Saratoga Road,Sunnyvale,False,3,4,True,408-736-7063,Sandlewood Apartments,4750,
2861,1235 Wildwood Avenue,Sunnyvale,False,3,4,True,408-735-1300,The Arches Apartments,4900,
2862,925 South Wolfe Road,Sunnyvale,False,3,4,True,408-426-5878,The Landmark Apartment Homes,5000,
2863,1059 Reed Avenue,,False,3,4,True,408-984-1060,Aster Park Apartments,4950,2019-03-07
2864,1521 Range Avenue # 5,Santa Rosa,False,2,2,False,833-336-3062,Oaks Apartments,2700,
2865,6899 Montecito Boulevard,Santa Rosa,False,2,2,False,707-537-0731,Parkwood Apartments,3000,
2866,624 Avalon Avenue,,True,2,2,True,707-620-5076,Avalon Apartments,3150,2019-03-08
2867,1546 Maurice Lane,,False,3,3,True,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,2019-03-03
2868,26100 Gading Road,,False,3,3,False,510-785-3281,Amberwood Garden Apartments,4250,2019-03-13
2869,611 Bounty Drive #3101,Foster City,True,1,2,True,855-979-8476,The Lagoons Apartments,2350,
2870,1288 East Hillsdale Boulevard,,False,2,2,True,844-334-0618,Miramar Apartments,3200,2019-03-07
2871,899 North King Road,,False,3,4,False,408-272-1588,Arbor Park,5250,2019-03-01
2872,1107 Porter Street,,False,1,2,False,855-890-5508,Bay Village Apartments,2700,2019-03-09
2873,1290 San Tomas Aquino Road,,False,1,2,True,408-984-8888,Aegena,2650,2019-03-12
2874,732 East Evelyn Avenue,,False,2,2,False,669-267-1020,Bristol Commons,2900,2019-03-11
2875,1282 Mattox Road,,False,3,4,True,510-886-0385,Alpine Vista Apartments,5150,2019-03-01
2876,141 Golf Club Road,Pleasant Hill,False,1,1,True,925-798-4830,Briarwood Apartments,1550,
2877,100 Devon Avenue,Pleasant Hill,False,1,1,True,925-930-9630,Devon Apartments,1750,
2878,141 Golf Club Road,,False,1,1,True,925-798-4830,Briarwood Apartments,1550,2019-03-06
2879,1282 Mattox Road,,False,1,1,True,510-886-0385,Alpine Vista Apartments,1700,2019-03-04
2880,1901 Shore Line Drive,Alameda,False,3,3,True,510-863-1139,1901 Shoreline Apartments,4450,
2881,459 Neptune Gardens Avenue,Alameda,False,3,3,True,510-769-1496,Breakers At Bayport,4450,
2882,1901 Shore Line Drive,,False,3,3,True,510-863-1139,1901 Shoreline Apartments,4450,2019-03-06
2883,1200 D Street #27,Petaluma,False,1,2,True,707-762-6698,Hillview Apartments,2700,
2884,150 Graylawn Avenue,Petaluma,True,2,2,True,707-762-5126,Oak Creek Apartments,3000,
2885,149 Wyndham Way,Petaluma,False,1,2,False,707-763-8434,Petaluma Senior Citizens Apt,2750,
2886,745 North McDowell Boulevard,Petaluma,True,2,2,False,707-766-8922,Round Walk Village,3000,
2887,150 Graylawn Avenue,,True,2,2,True,707-762-5126,Oak Creek Apartments,3000,2019-03-03
2888,240 Hollis Avenue,Campbell,False,3,4,True,866-573-8123,La Mancha Apartments,4800,
2889,1510 South Bascom Avenue,Campbell,False,3,4,True,408-377-6900,River Walk Apartments,4850,
2890,240 Hollis Avenue,,False,3,4,True,866-573-8123,La Mancha Apartments,4800,2019-03-07
2891,1100 Market Street,,True,2,3,False,510-832-2249,Beth Eden Apartments,4050,2019-03-04
2892,825 Russell Avenue,,True,2,3,False,707-577-0262,Bicentennial Apartments,3700,2019-03-02
2893,766 1st Street,Gilroy,False,2,2,True,408-847-3818,Mission Park,2750,
2894,181 Pierce Street,Gilroy,False,1,2,True,408-842-6341,Park View Apartments,2800,
2895,500 Ioof Avenue,Gilroy,False,1,2,True,408-842-4457,Plaza Vasquez,2350,
2896,766 1st Street,,False,2,2,True,408-847-3818,Mission Park,2750,2019-03-10
2897,1688 Clayton Road,,False,2,3,False,925-671-3845,City Walk Apartment Homes,3550,2019-03-01
2898,1290 San Tomas Aquino Road,,False,2,3,True,408-984-8888,Aegena,3500,2019-03-12
2899,1275 Central Boulevard,Brentwood,False,3,3,False,925-513-1110,Avery At Towncentre,4400,
2900,180 Sycamore Avenue,Brentwood,False,3,3,False,925-634-8374,Brentwood Parks Apartments,4200,
2901,161 Sycamore Avenue,Brentwood,True,2,3,False,925-634-1390,Sycamore Place 2,3750,
2902,100 Village Drive,Brentwood,True,2,3,False,925-634-4561,Village Parks Apartments,3850,
2903,180 Sycamore Avenue,,False,3,3,False,925-634-8374,Brentwood Parks Apartments,4200,2019-03-08
2904,16077 Ashland Avenue,San Lorenzo,False,2,3,True,510-278-4411,Bayfair Apartments,4050,
2905,801 Galway Drive # 13,San Lorenzo,False,2,3,True,510-481-1966,Galway Terrace Apartments,3950,
2906,16077 Ashland Avenue,,False,2,3,True,510-278-4411,Bayfair Apartments,4050,2019-03-13
2907,1450 East Cotati Avenue,,False,3,3,False,707-793-0123,Cambridge Square Apartments,4150,2019-03-14
2908,624 Avalon Avenue,,True,2,2,True,707-620-5076,Avalon Apartments,3150,2019-03-04
2909,1017 H Street,Antioch,True,3,4,True,925-978-1017,Casa Bonita,4750,
2910,1600 Aster Drive,Antioch,False,3,4,False,925-705-4248,Crestview Pines,4750,
2911,2301 Sycamore Drive,Antioch,False,3,4,False,925-776-5379,Delta Pines Apartments,5250,
2912,2201 Mahogany Way,Antioch,False,3,4,False,925-754-9077,Oakwood Village Apartments,4950,
2913,2300 Sycamore Drive # 14,Antioch,True,3,4,False,925-778-5838,Windsor Court Apartments,4700,
2914,699 Gravenstein Highway North,Sebastopol,False,2,2,False,707-829-0556,Burbank Business Management,2800,
2915,7777 Bodega Avenue,Sebastopol,False,1,2,True,707-823-1361,Burbank Heights & Orchard Seni,2650,
2916,7015 Fellers Lane,Sebastopol,True,2,2,False,707-823-0730,Redwood Grove Apartments,2950,
2917,699 Gravenstein Highway North,,False,2,2,False,707-829-0556,Burbank Business Management,2800,2019-03-09
2918,899 North King Road,,False,3,4,False,408-272-1588,Arbor Park,5250,2019-03-12
2919,5100 Vista Grande Dr,,True,2,3,True,925-755-4141,Cross Pointe,3900,2019-03-08
2920,3620 Clayton Road # 101,Concord,False,2,3,True,925-682-9661,Greentree Terrace Apartments,3750,
2921,1160 Meadow Lane,Concord,False,2,3,True,855-289-4212,Pine Meadows Apartments,3550,
2922,1441 Detroit Avenue,Concord,False,2,3,False,925-682-1655,Sterling Cove Apartments,4000,
2923,1265 Monument Boulevard,Concord,False,2,3,True,925-825-0631,Sun Ridge Apartments,3550,
2924,4902 Clayton Road,,False,2,3,False,925-405-6881,Diablo Terrace Apartments,3550,2019-03-07
2925,3600 Pine Street,Martinez,False,1,2,True,833-255-0983,Mission Pines Apartments,2350,
2926,3883 Vista Oaks Drive,Martinez,False,2,2,False,833-755-3332,Vista Oaks Apartments,2700,
2927,3883 Vista Oaks Drive,,False,2,2,False,833-755-3332,Vista Oaks Apartments,2700,2019-03-06
2928,1335 Montecito Avenue # 1,,False,1,1,True,650-940-1909,Barkley Square Apartments,1600,2019-03-04
2929,4230 San Pablo Dam Road # B16,El Sobrante,False,3,4,False,510-223-4061,Redwood Manor Apartments,5250,
2930,4230 San Pablo Dam Road # B16,,False,3,4,False,510-223-4061,Redwood Manor Apartments,5250,2019-03-11
2931,2238 Hyde Street,San Francisco,False,3,3,True,415-341-3098,View Tower Suites,4300,
2932,49 Gold Mine Drive,San Francisco,False,3,3,False,415-282-1634,Vista Del Monte Apartments,4100,
2933,50 Turk Street #37,San Francisco,False,3,3,True,415-685-7045,Winston Arms Apartments,3950,
2934,530 Carter Street,,False,3,3,True,415-584-4800,Carter Terrace,4000,2019-03-02
2935,3133 Frontera Way,Burlingame,False,2,2,False,650-692-2766,Skyline Terrace Apartments,2800,
2936,3133 Frontera Way,,False,2,2,False,650-692-2766,Skyline Terrace Apartments,2800,2019-03-04
2937,24660 Amador Street,,False,3,4,True,510-849-6628,Amador Apartments,4950,2019-03-09
2938,3051 Alma Street,Palo Alto,False,1,1,True,650-813-1369,Alma Apartments,1900,
2939,574 Arastradero Road,Palo Alto,False,1,1,True,650-493-4376,Arastradero Park Apartments,1750,
2940,3051 Alma Street,,False,1,1,True,650-813-1369,Alma Apartments,1900,2019-03-04
2941,29 West Julian Street,San Jose,True,3,3,False,844-326-6850,Villa Torino,4400,
2942,955 Escalon Avenue,Sunnyvale,True,2,3,False,408-737-2777,Macara Gardens Apartments,3700,
2943,955 Escalon Avenue,,True,2,3,False,408-737-2777,Macara Gardens Apartments,3700,2019-03-01
2944,3998 East Avenue,Livermore,False,1,2,True,925-606-6246,Arbol Verde Apartments,2650,
2945,3819 East Avenue,Livermore,False,1,2,False,844-412-5121,Briarwood Apartments,2750,
2946,2991 College Avenue,Livermore,True,1,2,True,925-373-8490,Chardonnay Garden Apts,2650,
2947,5720 East Avenue,Livermore,False,2,2,True,925-271-7358,Livermore Gardens Apartments,2700,
2948,5896 East Avenue,Livermore,False,2,2,False,925-447-6962,Stoney Creek Apartments,2750,
2949,403 Junction Avenue,Livermore,False,2,2,False,925-454-0425,Tradewinds Apartments,3200,
2950,2900 Redwood Parkway,,True,2,2,True,707-557-0411,Parkway Place Apartments,3250,2019-03-07
2951,1335 Montecito Avenue # 1,,False,1,1,True,650-940-1909,Barkley Square Apartments,1600,2019-03-08
2952,5255 Clayton Road,Concord,False,1,1,False,855-957-1118,Clayton Creek Apartments,1900,
2953,2055 Fox Way,Concord,False,1,1,False,925-384-1332,Oakview Apartments,1900,
2954,2925 Monument Boulevard,Concord,False,1,1,False,925-685-4246,Palm Terrace Concord,1500,
2955,1650 Pine Street,Concord,False,1,1,True,855-273-4847,Park Haven Apartments,1950,
2956,5255 Clayton Road,,False,1,1,False,855-957-1118,Clayton Creek Apartments,1900,2019-03-01
2957,947 Branham Lane # C,,False,1,1,True,408-265-4808,Almaden Garden Apartments,1850,2019-03-04
2958,18 Clark Avenue,,True,3,3,True,707-894-3557,Cloverdale Garden Apartments,4050,2019-03-14
2959,2000 Clay Bank Road,,False,2,2,True,707-881-7063,Avery Park Apartments,2800,2019-03-11
2960,135 Freeway Drive,,True,2,3,False,707-253-8954,Bristol Apartments,3700,2019-03-03
2961,624 Avalon Avenue,,True,2,2,True,707-620-5076,Avalon Apartments,3150,2019-03-13
2962,2000 Clay Bank Road,,False,2,3,True,707-881-7063,Avery Park Apartments,3750,2019-03-01
2963,900 Cambridge Drive,Benicia,False,1,2,True,707-745-6178,Benicia Highlands,2750,
2964,91 Riverview Terrace,Benicia,False,1,2,False,707-745-6522,Burgess Point Apartments,2450,
2965,118 Warwick Drive,Benicia,True,2,2,False,707-745-4544,Crestview Apartments,3200,
2966,50 Chelsea Hills Dr # 23,Benicia,False,2,2,False,707-745-3052,Southampton Apartments,3000,
2967,900 Cambridge Drive,,False,1,2,True,707-745-6178,Benicia Highlands,2750,2019-03-05
2968,29596 Dixon Street # 60,Hayward,False,1,2,False,510-537-4705,Dixon Apartments,2300,
2969,16929 Meekland Avenue,Hayward,False,1,2,True,510-671-8054,Paseo Gardens Apartments,2700,
2970,25355 Cypress Avenue # 101,Hayward,True,1,2,True,510-785-8181,Pepper Tree Apartments,2500,
2971,837 Hancock Street,Hayward,False,1,2,True,510-581-4141,Pinecrest Apartments,2350,
2972,26030 Gading Road # 41,Hayward,False,1,2,True,510-732-9475,Ponderosa Apartments,2600,
2973,1782 D Street,Hayward,False,1,2,False,510-247-9073,Ridgecrest Apartments,2800,
2974,25200 Carlos Bee Boulevard,,False,1,2,False,510-822-2617,City View,2550,2019-03-08
2975,547-549 Buena Vista Avenue,Alameda,False,1,1,False,510-814-1040,Alameda Park Apartments,1850,
2976,2149 Otis Drive,Alameda,True,1,1,True,510-522-1615,Otis Terrace Apartments,1750,
2977,2149 Otis Drive,,True,1,1,True,510-522-1615,Otis Terrace Apartments,1750,2019-03-04
2978,1688 Clayton Road,,False,2,3,False,925-671-3845,City Walk Apartment Homes,3550,2019-03-06
2979,133 North Temple Drive,,False,1,1,False,408-262-2245,Spring Valley Apartments,1750,2019-03-10
2980,5425 Snyder Lane,,False,3,3,True,707-664-8808,Camino Creek Apartments,4150,2019-03-05
2981,5000 Hartnett Avenue,,False,1,1,True,510-237-5377,Crescent Park,1950,2019-03-03
2982,150 Sierra Drive,,False,2,2,False,925-945-1701,Affordable Housing Associates,2700,2019-03-13
2983,1615 Russell Street # 101A,Berkeley,False,1,1,True,510-540-0382,Rosewood Manor Apartments,2050,
2984,1615 Russell Street # 101A,,False,1,1,True,510-540-0382,Rosewood Manor Apartments,2050,2019-03-02
2985,35750 Bettencourt Street # 86,Newark,False,1,1,True,510-791-1266,Meadow Apartments,1800,
2986,37155 Magnolia Street,Newark,False,1,1,False,855-223-7366,Valencia Townhomes,1800,
2987,35750 Bettencourt Street # 86,,False,1,1,True,510-791-1266,Meadow Apartments,1800,2019-03-13
2988,2000 Walnut Avenue,Fremont,False,1,1,True,510-744-1200,The Presidio,1800,
2989,40640 High Street,Fremont,False,1,1,True,510-455-8827,The Woods,1500,
2990,38771 Bell Street,Fremont,False,1,1,True,510-794-5860,Woodland Garden Apartments,1550,
2991,4261 Stevenson Boulevard,,False,1,1,True,510-656-8201,Fremont Manor,1700,2019-03-05
2992,2130 Ascot Drive,Moraga,False,2,2,False,925-376-1313,Vanguard Apartments,3050,
2993,2130 Ascot Drive,,False,2,2,False,925-376-1313,Vanguard Apartments,3050,2019-03-12
2994,3225 Harbor Street,Pittsburg,False,2,2,True,925-432-0333,Fox Creek Apartments,2900,
2995,1000 Pheasant Drive,Pittsburg,False,2,2,True,925-900-5285,Kirker Creek Apartments,3050,
2996,2201 Oak Hills Circle,Pittsburg,False,1,2,False,800-992-6908,Oak Hills Apartments,2450,
