,car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
3670,Renault Clio,Hatchback,New York,2019-03-11,Grand Central Station,14:00,25.00,2019-03-04,
3671,Peugeot 208,Hatchback,,2019-03-11,JFK International Airport,14:00,29.00,2019-03-04,False
3672,Fiat Panda,Hatchback,London,2019-03-10,Heathrow International Airport,13:30,29.00,2019-03-08,
3673,Ford Focus,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,30.00,2019-03-08,
3674,Mazda 3,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,25.00,2019-03-08,
3675,Nissan Qashqai,Hatchback,London,2019-03-10,Heathrow International Airport,13:30,31.00,2019-03-08,
3676,Renault Clio,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,28.00,2019-03-08,
3677,SEAT Leon,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,28.00,2019-03-08,
3678,Nissan Qashqai,Hatchback,,2019-03-10,Heathrow International Airport,13:30,31.00,2019-03-08,False
3679,Kia Ceed,Hatchback,New York,2019-03-13,Port Authority Station,11:00,24.00,2019-03-10,
3680,Vauxhaull Astra,Hatchback,New York,2019-03-13,Port Authority Station,11:00,24.00,2019-03-10,
3681,Kia Ceed,Hatchback,,2019-03-13,Port Authority Station,11:00,24.00,2019-03-10,False
3682,Hyundai Ioniq,Sedan,Kuala Lumpur,2019-03-09,KLIA International Airport,15:00,20.00,2019-03-08,
3683,Volvo S90,Sedan,Kuala Lumpur,2019-03-09,KLIA International Airport,15:00,22.00,2019-03-08,
3684,Hyundai Ioniq,Sedan,,2019-03-09,KLIA International Airport,15:00,30.00,2019-03-08,True
3685,Alfa Romeo Stelvio,SUV,Berlin,2019-03-13,Schoenefeld Airport,20:00,37.00,2019-03-10,
3686,Buick Regal Sportback,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,31.00,2019-03-10,
3687,Citroen C5,SUV,Berlin,2019-03-13,Schoenefeld Airport,20:00,47.00,2019-03-10,
3688,Dacia Duster,SUV,Berlin,2019-03-13,Schoenefeld Airport,20:00,44.00,2019-03-10,
3689,Dodge Charger,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,28.00,2019-03-10,
3690,Kia Ceed,Hatchback,Berlin,2019-03-13,Schoenefeld Airport,20:00,33.00,2019-03-10,
3691,Lexus GS,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,31.00,2019-03-10,
3692,Peugeot 208,Hatchback,Berlin,2019-03-13,Schoenefeld Airport,20:00,28.00,2019-03-10,
3693,Renault Clio,Hatchback,Berlin,2019-03-13,Schoenefeld Airport,20:00,27.00,2019-03-10,
3694,SEAT Cordoba,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,38.00,2019-03-10,
3695,Dacia Duster,SUV,,2019-03-13,Schoenefeld Airport,20:00,44.00,2019-03-10,False
3696,Alfa Romeo Stelvio,SUV,Berlin,2019-03-04,Schoenefeld Airport,17:00,39.00,2019-03-01,
3697,Buick Regal Sportback,Sedan,Berlin,2019-03-04,Schoenefeld Airport,17:00,40.00,2019-03-01,
3698,Citroen C5,SUV,Berlin,2019-03-04,Schoenefeld Airport,17:00,38.00,2019-03-01,
3699,Dacia Duster,SUV,Berlin,2019-03-04,Tegel Airport,17:00,45.00,2019-03-01,
3700,Dodge Charger,Sedan,Berlin,2019-03-04,Schoenefeld Airport,17:00,29.00,2019-03-01,
3701,Kia Ceed,Hatchback,Berlin,2019-03-04,Schoenefeld Airport,17:00,28.00,2019-03-01,
3702,Lexus GS,Sedan,Berlin,2019-03-04,Schoenefeld Airport,17:00,38.00,2019-03-01,
3703,Mazda 3,Hatchback,Berlin,2019-03-04,Tegel Airport,17:00,26.00,2019-03-01,
3704,Mazda CX-5,SUV,Berlin,2019-03-04,Tegel Airport,17:00,46.00,2019-03-01,
3705,Peugeot 208,Hatchback,Berlin,2019-03-04,Schoenefeld Airport,17:00,27.00,2019-03-01,
3706,Dacia Duster,SUV,,2019-03-04,Schoenefeld Airport,17:00,55.00,2019-03-01,True
3707,Dodge Charger,Sedan,Chicago,2019-03-14,O'Hare International Airport,13:30,39.00,2019-03-11,
3708,Subaru Impreza,Sedan,Chicago,2019-03-14,O'Hare International Airport,13:30,42.00,2019-03-11,
3709,Volvo S90,Sedan,Chicago,2019-03-14,Chicago Union Station,13:30,31.00,2019-03-11,
3710,Subaru Impreza,Sedan,,2019-03-14,O'Hare International Airport,13:30,42.00,2019-03-11,False
3711,Audi A8,Sedan,London,2019-03-03,Heathrow International Airport,13:30,38.00,2019-03-01,
3712,Buick Regal Sportback,Sedan,London,2019-03-03,Gatwick International Airport,13:30,27.00,2019-03-01,
3713,Citroen C5,SUV,London,2019-03-03,Heathrow International Airport,13:30,42.00,2019-03-01,
3714,Dacia Duster,SUV,London,2019-03-03,Heathrow International Airport,13:30,44.00,2019-03-01,
3715,Fiat Panda,Hatchback,London,2019-03-03,Heathrow International Airport,13:30,28.00,2019-03-01,
3716,Ford Focus,Hatchback,London,2019-03-03,Gatwick International Airport,13:30,30.00,2019-03-01,
3717,GMC Terrain,SUV,London,2019-03-03,Heathrow International Airport,13:30,48.00,2019-03-01,
3718,Hyundai Ioniq,Sedan,London,2019-03-03,Gatwick International Airport,13:30,36.00,2019-03-01,
3719,Lexus GS,Sedan,London,2019-03-03,Heathrow International Airport,13:30,28.00,2019-03-01,
3720,Mazda 3,Hatchback,London,2019-03-03,Gatwick International Airport,13:30,24.00,2019-03-01,
3721,Volvo S90,Sedan,,2019-03-03,Heathrow International Airport,13:30,33.00,2019-03-01,False
3722,Audi A8,Sedan,London,2019-03-12,Heathrow International Airport,13:30,35.00,2019-03-10,
3723,Buick Regal Sportback,Sedan,London,2019-03-12,Gatwick International Airport,13:30,26.00,2019-03-10,
3724,Hyundai Ioniq,Sedan,London,2019-03-12,Gatwick International Airport,13:30,30.00,2019-03-10,
3725,Lexus GS,Sedan,London,2019-03-12,Heathrow International Airport,13:30,37.00,2019-03-10,
3726,SEAT Cordoba,Sedan,London,2019-03-12,Heathrow International Airport,13:30,34.00,2019-03-10,
3727,Volvo S90,Sedan,London,2019-03-12,Heathrow International Airport,13:30,33.00,2019-03-10,
3728,Dodge Charger,Sedan,Fresno,2019-03-12,Fresno Yosemite International Airport,13:30,36.00,2019-03-10,
3729,Lexus GS,Sedan,Fresno,2019-03-12,Fresno Station,13:30,31.00,2019-03-10,
3730,SEAT Cordoba,Sedan,Fresno,2019-03-12,Fresno Yosemite International Airport,13:30,32.00,2019-03-10,
3731,Skoda Octavia,Sedan,Fresno,2019-03-12,Fresno Yosemite International Airport,13:30,29.00,2019-03-10,
3732,Ford Focus,Hatchback,Fresno,2019-03-12,Fresno Station,13:30,23.00,2019-03-10,
3733,Kia Ceed,Hatchback,Fresno,2019-03-12,Fresno Station,13:30,24.00,2019-03-10,
3734,Peugeot 208,Hatchback,Fresno,2019-03-12,Fresno Yosemite International Airport,13:30,30.00,2019-03-10,
3735,SEAT Leon,Hatchback,Fresno,2019-03-12,Fresno Station,13:30,24.00,2019-03-10,
3736,Vauxhaull Astra,Hatchback,Fresno,2019-03-12,Fresno Yosemite International Airport,13:30,29.00,2019-03-10,
3737,Kia Ceed,Hatchback,,2019-03-12,Fresno Station,13:30,36.00,2019-03-10,True
3738,Audi A8,Sedan,Seattle,2019-03-06,King Street Station,15:00,32.00,2019-03-02,
3739,Citroen C5,SUV,Seattle,2019-03-06,Seattle-Tacoma International Airport,15:00,43.00,2019-03-02,
3740,Dacia Duster,SUV,Seattle,2019-03-06,King Street Station,15:00,41.00,2019-03-02,
3741,Dodge Charger,Sedan,Seattle,2019-03-06,King Street Station,15:00,31.00,2019-03-02,
3742,GMC Terrain,SUV,Seattle,2019-03-06,Seattle-Tacoma International Airport,15:00,33.00,2019-03-02,
3743,Hyundai Ioniq,Sedan,Seattle,2019-03-06,Seattle-Tacoma International Airport,15:00,40.00,2019-03-02,
3744,Lexus GS,Sedan,Seattle,2019-03-06,Seattle-Tacoma International Airport,15:00,30.00,2019-03-02,
3745,Mazda 3,Hatchback,Seattle,2019-03-06,King Street Station,15:00,28.00,2019-03-02,
3746,Mitsubishi Outlander,SUV,Seattle,2019-03-06,King Street Station,15:00,42.00,2019-03-02,
3747,Nissan Qashqai,Hatchback,Seattle,2019-03-06,Seattle-Tacoma International Airport,15:00,29.00,2019-03-02,
3748,Audi A8,Sedan,,2019-03-06,King Street Station,15:00,32.00,2019-03-02,False
3749,Audi A8,Sedan,London,2019-03-12,Heathrow International Airport,12:30,35.00,2019-03-09,
3750,Buick Regal Sportback,Sedan,London,2019-03-12,Gatwick International Airport,12:30,36.00,2019-03-09,
3751,Citroen C5,SUV,London,2019-03-12,Heathrow International Airport,12:30,43.00,2019-03-09,
3752,Dacia Duster,SUV,London,2019-03-12,Heathrow International Airport,12:30,50.00,2019-03-09,
3753,Fiat Panda,Hatchback,London,2019-03-12,Heathrow International Airport,12:30,31.00,2019-03-09,
3754,Ford Focus,Hatchback,London,2019-03-12,Gatwick International Airport,12:30,24.00,2019-03-09,
3755,GMC Terrain,SUV,London,2019-03-12,Heathrow International Airport,12:30,46.00,2019-03-09,
3756,Hyundai Ioniq,Sedan,London,2019-03-12,Gatwick International Airport,12:30,35.00,2019-03-09,
3757,Lexus GS,Sedan,London,2019-03-12,Heathrow International Airport,12:30,35.00,2019-03-09,
3758,Mazda 3,Hatchback,London,2019-03-12,Gatwick International Airport,12:30,29.00,2019-03-09,
3759,Volvo S90,Sedan,,2019-03-12,Heathrow International Airport,12:30,48.00,2019-03-09,True
3760,Alfa Romeo Stelvio,SUV,New York,2019-03-07,Port Authority Station,12:00,34.00,2019-03-02,
3761,Buick Regal Sportback,Sedan,New York,2019-03-07,JFK International Airport,12:00,34.00,2019-03-02,
3762,Hyundai Ioniq,Sedan,New York,2019-03-07,Port Authority Station,12:00,31.00,2019-03-02,
3763,Kia Ceed,Hatchback,New York,2019-03-07,Port Authority Station,12:00,25.00,2019-03-02,
3764,Lexus GS,Sedan,New York,2019-03-07,Port Authority Station,12:00,29.00,2019-03-02,
3765,SEAT Cordoba,Sedan,New York,2019-03-07,Grand Central Station,12:00,28.00,2019-03-02,
3766,Skoda Kodiaq,SUV,New York,2019-03-07,JFK International Airport,12:00,43.00,2019-03-02,
3767,Skoda Octavia,Sedan,New York,2019-03-07,Port Authority Station,12:00,31.00,2019-03-02,
3768,Subaru Impreza,Sedan,New York,2019-03-07,Grand Central Station,12:00,30.00,2019-03-02,
3769,Suzuki Grand Vitara,SUV,New York,2019-03-07,Port Authority Station,12:00,32.00,2019-03-02,
3770,Kia Ceed,Hatchback,New York,2019-03-03,Port Authority Station,12:00,23.00,2019-03-02,
3771,Peugeot 208,Hatchback,New York,2019-03-03,JFK International Airport,12:00,26.00,2019-03-02,
3772,Renault Clio,Hatchback,New York,2019-03-03,Grand Central Station,12:00,22.00,2019-03-02,
3773,Vauxhaull Astra,Hatchback,New York,2019-03-03,Port Authority Station,12:00,32.00,2019-03-02,
3774,Kia Ceed,Hatchback,,2019-03-03,Port Authority Station,12:00,33.00,2019-03-02,True
3775,Fiat Panda,Hatchback,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,27.00,2019-03-04,
3776,Hyundai Ioniq,Sedan,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,30.00,2019-03-04,
3777,Lexus GS,Sedan,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,33.00,2019-03-04,
3778,Mazda 3,Hatchback,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,33.00,2019-03-04,
3779,Peugeot 208,Hatchback,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,26.00,2019-03-04,
3780,Skoda Kodiaq,SUV,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,35.00,2019-03-04,
3781,Suzuki Grand Vitara,SUV,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,47.00,2019-03-04,
3782,Vauxhaull Astra,Hatchback,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,37.00,2019-03-04,
3783,Volvo S90,Sedan,Sydney,2019-03-05,Kingsford Smith International Airport,13:30,37.00,2019-03-04,
3784,Lexus GS,Sedan,,2019-03-05,Kingsford Smith International Airport,13:30,43.00,2019-03-04,True
3785,Audi A8,Sedan,New York,2019-03-08,JFK International Airport,12:30,36.00,2019-03-05,
3786,Buick Regal Sportback,Sedan,New York,2019-03-08,JFK International Airport,12:30,32.00,2019-03-05,
3787,Dodge Charger,Sedan,New York,2019-03-08,Grand Central Station,12:30,27.00,2019-03-05,
3788,Hyundai Ioniq,Sedan,New York,2019-03-08,Port Authority Station,12:30,26.00,2019-03-05,
3789,Lexus GS,Sedan,New York,2019-03-08,Port Authority Station,12:30,33.00,2019-03-05,
3790,SEAT Cordoba,Sedan,New York,2019-03-08,Grand Central Station,12:30,37.00,2019-03-05,
3791,Skoda Octavia,Sedan,New York,2019-03-08,Port Authority Station,12:30,30.00,2019-03-05,
3792,Subaru Impreza,Sedan,New York,2019-03-08,Grand Central Station,12:30,33.00,2019-03-05,
3793,Lexus GS,Sedan,,2019-03-08,JFK International Airport,12:30,33.00,2019-03-05,False
3794,Audi A8,Sedan,London,2019-03-10,Heathrow International Airport,11:00,32.00,2019-03-07,
3795,Buick Regal Sportback,Sedan,London,2019-03-10,Gatwick International Airport,11:00,36.00,2019-03-07,
3796,Citroen C5,SUV,London,2019-03-10,Heathrow International Airport,11:00,46.00,2019-03-07,
3797,Dacia Duster,SUV,London,2019-03-10,Heathrow International Airport,11:00,42.00,2019-03-07,
3798,Fiat Panda,Hatchback,London,2019-03-10,Heathrow International Airport,11:00,30.00,2019-03-07,
3799,Ford Focus,Hatchback,London,2019-03-10,Gatwick International Airport,11:00,27.00,2019-03-07,
3800,GMC Terrain,SUV,London,2019-03-10,Heathrow International Airport,11:00,37.00,2019-03-07,
3801,Hyundai Ioniq,Sedan,London,2019-03-10,Gatwick International Airport,11:00,35.00,2019-03-07,
3802,Lexus GS,Sedan,London,2019-03-10,Heathrow International Airport,11:00,33.00,2019-03-07,
3803,Mazda 3,Hatchback,London,2019-03-10,Gatwick International Airport,11:00,29.00,2019-03-07,
3804,Volvo S90,Sedan,,2019-03-10,Heathrow International Airport,11:00,36.00,2019-03-07,False
3805,Alfa Romeo Stelvio,SUV,New York,2019-03-06,Port Authority Station,16:30,40.00,2019-03-02,
3806,Audi A8,Sedan,New York,2019-03-06,JFK International Airport,16:30,29.00,2019-03-02,
3807,Buick Regal Sportback,Sedan,New York,2019-03-06,JFK International Airport,16:30,31.00,2019-03-02,
3808,Dodge Charger,Sedan,New York,2019-03-06,Grand Central Station,16:30,32.00,2019-03-02,
3809,Hyundai Ioniq,Sedan,New York,2019-03-06,Port Authority Station,16:30,39.00,2019-03-02,
3810,Jaguar F-Pace,SUV,New York,2019-03-06,JFK International Airport,16:30,45.00,2019-03-02,
3811,Kia Ceed,Hatchback,New York,2019-03-06,Port Authority Station,16:30,22.00,2019-03-02,
3812,Lexus GS,Sedan,New York,2019-03-06,Port Authority Station,16:30,35.00,2019-03-02,
3813,Peugeot 208,Hatchback,New York,2019-03-06,JFK International Airport,16:30,25.00,2019-03-02,
3814,Renault Clio,Hatchback,New York,2019-03-06,Grand Central Station,16:30,24.00,2019-03-02,
3815,Lexus GS,Sedan,,2019-03-06,JFK International Airport,16:30,33.00,2019-03-02,False
3816,Audi A8,Sedan,New York,2019-03-03,JFK International Airport,14:00,32.00,2019-03-01,
3817,Buick Regal Sportback,Sedan,New York,2019-03-03,JFK International Airport,14:00,34.00,2019-03-01,
3818,Dodge Charger,Sedan,New York,2019-03-03,Grand Central Station,14:00,31.00,2019-03-01,
3819,Hyundai Ioniq,Sedan,New York,2019-03-03,Port Authority Station,14:00,30.00,2019-03-01,
3820,Lexus GS,Sedan,New York,2019-03-03,Port Authority Station,14:00,28.00,2019-03-01,
3821,SEAT Cordoba,Sedan,New York,2019-03-03,Grand Central Station,14:00,34.00,2019-03-01,
3822,Skoda Octavia,Sedan,New York,2019-03-03,Port Authority Station,14:00,29.00,2019-03-01,
3823,Subaru Impreza,Sedan,New York,2019-03-03,Grand Central Station,14:00,27.00,2019-03-01,
3824,Lexus GS,Sedan,,2019-03-03,JFK International Airport,14:00,29.00,2019-03-01,False
3825,Hyundai Ioniq,Sedan,San Diego,2019-03-05,Santa Fe Depot,18:00,32.00,2019-03-03,
3826,Jaguar F-Pace,SUV,San Diego,2019-03-05,Santa Fe Depot,18:00,38.00,2019-03-03,
3827,SEAT Cordoba,Sedan,San Diego,2019-03-05,Santa Fe Depot,18:00,30.00,2019-03-03,
3828,SEAT Leon,Hatchback,San Diego,2019-03-05,Santa Fe Depot,18:00,28.00,2019-03-03,
3829,Skoda Octavia,Sedan,San Diego,2019-03-05,Santa Fe Depot,18:00,31.00,2019-03-03,
3830,Vauxhaull Astra,Hatchback,San Diego,2019-03-05,Santa Fe Depot,18:00,27.00,2019-03-03,
3831,Mazda 3,Hatchback,San Diego,2019-03-05,SAN International Airport,15:00,29.00,2019-03-03,
3832,SEAT Leon,Hatchback,San Diego,2019-03-05,SAN International Airport,15:00,29.00,2019-03-03,
3833,Vauxhaull Astra,Hatchback,San Diego,2019-03-05,SAN International Airport,15:00,28.00,2019-03-03,
3834,Vauxhaull Astra,Hatchback,,2019-03-05,SAN International Airport,15:00,28.00,2019-03-03,False
3835,Audi A8,Sedan,London,2019-03-12,Heathrow International Airport,14:00,32.00,2019-03-08,
3836,Buick Regal Sportback,Sedan,London,2019-03-12,Gatwick International Airport,14:00,34.00,2019-03-08,
3837,Citroen C5,SUV,London,2019-03-12,Heathrow International Airport,14:00,49.00,2019-03-08,
3838,Dacia Duster,SUV,London,2019-03-12,Heathrow International Airport,14:00,43.00,2019-03-08,
3839,Fiat Panda,Hatchback,London,2019-03-12,Heathrow International Airport,14:00,29.00,2019-03-08,
3840,Ford Focus,Hatchback,London,2019-03-12,Gatwick International Airport,14:00,29.00,2019-03-08,
3841,GMC Terrain,SUV,London,2019-03-12,Heathrow International Airport,14:00,46.00,2019-03-08,
3842,Hyundai Ioniq,Sedan,London,2019-03-12,Gatwick International Airport,14:00,33.00,2019-03-08,
3843,Lexus GS,Sedan,London,2019-03-12,Heathrow International Airport,14:00,33.00,2019-03-08,
3844,Mazda 3,Hatchback,London,2019-03-12,Gatwick International Airport,14:00,24.00,2019-03-08,
3845,Volvo S90,Sedan,,2019-03-12,Heathrow International Airport,14:00,28.00,2019-03-08,False
3846,Fiat Panda,Hatchback,London,2019-03-03,Heathrow International Airport,12:30,28.00,2019-03-01,
3847,Ford Focus,Hatchback,London,2019-03-03,Gatwick International Airport,12:30,30.00,2019-03-01,
3848,Mazda 3,Hatchback,London,2019-03-03,Gatwick International Airport,12:30,24.00,2019-03-01,
3849,Nissan Qashqai,Hatchback,London,2019-03-03,Heathrow International Airport,12:30,28.00,2019-03-01,
3850,Renault Clio,Hatchback,London,2019-03-03,Gatwick International Airport,12:30,26.00,2019-03-01,
3851,SEAT Leon,Hatchback,London,2019-03-03,Gatwick International Airport,12:30,24.00,2019-03-01,
3852,Nissan Qashqai,Hatchback,,2019-03-03,Heathrow International Airport,12:30,40.00,2019-03-01,True
3853,Citroen C5,SUV,Mexico City,2019-03-02,Benito Juarez International Airport,15:00,34.00,2019-03-01,
3854,Dodge Charger,Sedan,Mexico City,2019-03-02,Benito Juarez International Airport,15:00,20.00,2019-03-01,
3855,Fiat Panda,Hatchback,Mexico City,2019-03-02,Benito Juarez International Airport,15:00,18.00,2019-03-01,
3856,GMC Terrain,SUV,Mexico City,2019-03-02,Benito Juarez International Airport,15:00,37.00,2019-03-01,
3857,Hyundai Ioniq,Sedan,Mexico City,2019-03-02,Benito Juarez International Airport,15:00,22.00,2019-03-01,
3858,Jaguar F-Pace,SUV,Mexico City,2019-03-02,Estacion Buenavista,15:00,30.00,2019-03-01,
3859,Lexus GS,Sedan,Mexico City,2019-03-02,Estacion Buenavista,15:00,20.00,2019-03-01,
3860,Mazda 3,Hatchback,Mexico City,2019-03-02,Estacion Buenavista,15:00,15.00,2019-03-01,
3861,Mazda CX-5,SUV,Mexico City,2019-03-02,Benito Juarez International Airport,15:00,37.00,2019-03-01,
3862,Mitsubishi Outlander,SUV,Mexico City,2019-03-02,Estacion Buenavista,15:00,33.00,2019-03-01,
3863,Audi A8,Sedan,London,2019-03-02,Heathrow International Airport,15:00,25.00,2019-03-01,
3864,Buick Regal Sportback,Sedan,London,2019-03-02,Gatwick International Airport,15:00,32.00,2019-03-01,
3865,Citroen C5,SUV,London,2019-03-02,Heathrow International Airport,15:00,49.00,2019-03-01,
3866,Dacia Duster,SUV,London,2019-03-02,Heathrow International Airport,15:00,44.00,2019-03-01,
3867,Fiat Panda,Hatchback,London,2019-03-02,Heathrow International Airport,15:00,24.00,2019-03-01,
3868,Ford Focus,Hatchback,London,2019-03-02,Gatwick International Airport,15:00,23.00,2019-03-01,
3869,GMC Terrain,SUV,London,2019-03-02,Heathrow International Airport,15:00,45.00,2019-03-01,
3870,Hyundai Ioniq,Sedan,London,2019-03-02,Gatwick International Airport,15:00,30.00,2019-03-01,
3871,Lexus GS,Sedan,London,2019-03-02,Heathrow International Airport,15:00,29.00,2019-03-01,
3872,Mazda 3,Hatchback,London,2019-03-02,Gatwick International Airport,15:00,26.00,2019-03-01,
3873,Volvo S90,Sedan,,2019-03-02,Heathrow International Airport,15:00,27.00,2019-03-01,False
3874,Alfa Romeo Stelvio,SUV,New York,2019-03-14,JFK International Airport,18:00,50.00,2019-03-09,
3875,Audi A8,Sedan,New York,2019-03-14,JFK International Airport,18:00,39.00,2019-03-09,
3876,Buick Regal Sportback,Sedan,New York,2019-03-14,JFK International Airport,18:00,36.00,2019-03-09,
3877,Hyundai Ioniq,Sedan,New York,2019-03-14,JFK International Airport,18:00,36.00,2019-03-09,
3878,Jaguar F-Pace,SUV,New York,2019-03-14,JFK International Airport,18:00,41.00,2019-03-09,
3879,Kia Ceed,Hatchback,New York,2019-03-14,JFK International Airport,18:00,27.00,2019-03-09,
3880,Lexus GS,Sedan,New York,2019-03-14,JFK International Airport,18:00,38.00,2019-03-09,
3881,Peugeot 208,Hatchback,New York,2019-03-14,JFK International Airport,18:00,27.00,2019-03-09,
3882,Vauxhaull Astra,Hatchback,New York,2019-03-14,JFK International Airport,18:00,29.00,2019-03-09,
3883,Jaguar F-Pace,SUV,,2019-03-14,JFK International Airport,18:00,41.00,2019-03-09,False
3884,Buick Regal Sportback,Sedan,Toronto,2019-03-10,Toronto Pearson International Airport,19:30,33.00,2019-03-08,
3885,Dacia Duster,SUV,Toronto,2019-03-10,Toronto Pearson International Airport,19:30,36.00,2019-03-08,
3886,GMC Terrain,SUV,Toronto,2019-03-10,Toronto Pearson International Airport,19:30,39.00,2019-03-08,
3887,Hyundai Ioniq,Sedan,Toronto,2019-03-10,Toronto Pearson International Airport,19:30,34.00,2019-03-08,
3888,Jaguar F-Pace,SUV,Toronto,2019-03-10,Toronto Pearson International Airport,19:30,41.00,2019-03-08,
